"Time (CET)","Day-ahead Total Load Forecast [MW] - Ireland (IE)","Actual Total Load [MW] - Ireland (IE)"
"22.02.2019 23:30 - 23.02.2019 00:00","3640","3414"
"23.02.2019 00:00 - 23.02.2019 00:30","3606","3343"
"23.02.2019 00:30 - 23.02.2019 01:00","3614","3345"
"23.02.2019 01:00 - 23.02.2019 01:30","3481","3208"
"23.02.2019 01:30 - 23.02.2019 02:00","3334","3113"
"23.02.2019 02:00 - 23.02.2019 02:30","3182","2983"
"23.02.2019 02:30 - 23.02.2019 03:00","3047","2886"
"23.02.2019 03:00 - 23.02.2019 03:30","2962","2794"
"23.02.2019 03:30 - 23.02.2019 04:00","2892","2741"
"23.02.2019 04:00 - 23.02.2019 04:30","2828","2681"
"23.02.2019 04:30 - 23.02.2019 05:00","2775","2638"
"23.02.2019 05:00 - 23.02.2019 05:30","2759","2638"
"23.02.2019 05:30 - 23.02.2019 06:00","2741","2616"
"23.02.2019 06:00 - 23.02.2019 06:30","2695","2628"
"23.02.2019 06:30 - 23.02.2019 07:00","2730","2629"
"23.02.2019 07:00 - 23.02.2019 07:30","2750","2663"
"23.02.2019 07:30 - 23.02.2019 08:00","2838","2732"
"23.02.2019 08:00 - 23.02.2019 08:30","2902","2833"
"23.02.2019 08:30 - 23.02.2019 09:00","2997","2955"
"23.02.2019 09:00 - 23.02.2019 09:30","3033","3072"
"23.02.2019 09:30 - 23.02.2019 10:00","3168","3196"
"23.02.2019 10:00 - 23.02.2019 10:30","3367","3359"
"23.02.2019 10:30 - 23.02.2019 11:00","3512","3475"
"23.02.2019 11:00 - 23.02.2019 11:30","3591","3563"
"23.02.2019 11:30 - 23.02.2019 12:00","3677","3605"
"23.02.2019 12:00 - 23.02.2019 12:30","3708","3591"
"23.02.2019 12:30 - 23.02.2019 13:00","3718","3608"
"23.02.2019 13:00 - 23.02.2019 13:30","3746","3567"
"23.02.2019 13:30 - 23.02.2019 14:00","3783","3586"
"23.02.2019 14:00 - 23.02.2019 14:30","3745","3591"
"23.02.2019 14:30 - 23.02.2019 15:00","3709","3562"
"23.02.2019 15:00 - 23.02.2019 15:30","3662","3507"
"23.02.2019 15:30 - 23.02.2019 16:00","3622","3471"
"23.02.2019 16:00 - 23.02.2019 16:30","3616","3412"
"23.02.2019 16:30 - 23.02.2019 17:00","3593","3390"
"23.02.2019 17:00 - 23.02.2019 17:30","3610","3393"
"23.02.2019 17:30 - 23.02.2019 18:00","3688","3435"
"23.02.2019 18:00 - 23.02.2019 18:30","3788","3539"
"23.02.2019 18:30 - 23.02.2019 19:00","3934","3637"
"23.02.2019 19:00 - 23.02.2019 19:30","4121","3771"
"23.02.2019 19:30 - 23.02.2019 20:00","4205","3940"
"23.02.2019 20:00 - 23.02.2019 20:30","4188","3994"
"23.02.2019 20:30 - 23.02.2019 21:00","4070","3875"
"23.02.2019 21:00 - 23.02.2019 21:30","3947","3747"
"23.02.2019 21:30 - 23.02.2019 22:00","3829","3620"
"23.02.2019 22:00 - 23.02.2019 22:30","3729","3527"
"23.02.2019 22:30 - 23.02.2019 23:00","3614","3399"
"23.02.2019 23:00 - 23.02.2019 23:30","3483","3268"
"23.02.2019 23:30 - 24.02.2019 00:00","3396","3144"
"24.02.2019 00:00 - 24.02.2019 00:30","3400","3107"
"24.02.2019 00:30 - 24.02.2019 01:00","3426","3113"
"24.02.2019 01:00 - 24.02.2019 01:30","3314","3019"
"24.02.2019 01:30 - 24.02.2019 02:00","3198","2903"
"24.02.2019 02:00 - 24.02.2019 02:30","3077","2803"
"24.02.2019 02:30 - 24.02.2019 03:00","2963","2737"
"24.02.2019 03:00 - 24.02.2019 03:30","2847","2697"
"24.02.2019 03:30 - 24.02.2019 04:00","2789","2613"
"24.02.2019 04:00 - 24.02.2019 04:30","2721","2519"
"24.02.2019 04:30 - 24.02.2019 05:00","2699","2505"
"24.02.2019 05:00 - 24.02.2019 05:30","2637","2464"
"24.02.2019 05:30 - 24.02.2019 06:00","2620","2474"
"24.02.2019 06:00 - 24.02.2019 06:30","2604","2464"
"24.02.2019 06:30 - 24.02.2019 07:00","2586","2463"
"24.02.2019 07:00 - 24.02.2019 07:30","2577","2509"
"24.02.2019 07:30 - 24.02.2019 08:00","2612","2556"
"24.02.2019 08:00 - 24.02.2019 08:30","2680","2628"
"24.02.2019 08:30 - 24.02.2019 09:00","2694","2669"
"24.02.2019 09:00 - 24.02.2019 09:30","2685","2752"
"24.02.2019 09:30 - 24.02.2019 10:00","2751","2878"
"24.02.2019 10:00 - 24.02.2019 10:30","2900","3024"
"24.02.2019 10:30 - 24.02.2019 11:00","3064","3180"
"24.02.2019 11:00 - 24.02.2019 11:30","3221","3335"
"24.02.2019 11:30 - 24.02.2019 12:00","3338","3400"
"24.02.2019 12:00 - 24.02.2019 12:30","3447","3427"
"24.02.2019 12:30 - 24.02.2019 13:00","3499","3507"
"24.02.2019 13:00 - 24.02.2019 13:30","3573","3505"
"24.02.2019 13:30 - 24.02.2019 14:00","3648","3583"
"24.02.2019 14:00 - 24.02.2019 14:30","3663","3564"
"24.02.2019 14:30 - 24.02.2019 15:00","3632","3546"
"24.02.2019 15:00 - 24.02.2019 15:30","3565","3501"
"24.02.2019 15:30 - 24.02.2019 16:00","3528","3445"
"24.02.2019 16:00 - 24.02.2019 16:30","3512","3425"
"24.02.2019 16:30 - 24.02.2019 17:00","3470","3362"
"24.02.2019 17:00 - 24.02.2019 17:30","3497","3383"
"24.02.2019 17:30 - 24.02.2019 18:00","3530","3451"
"24.02.2019 18:00 - 24.02.2019 18:30","3582","3585"
"24.02.2019 18:30 - 24.02.2019 19:00","3692","3738"
"24.02.2019 19:00 - 24.02.2019 19:30","3907","3883"
"24.02.2019 19:30 - 24.02.2019 20:00","4082","3981"
"24.02.2019 20:00 - 24.02.2019 20:30","4090","3962"
"24.02.2019 20:30 - 24.02.2019 21:00","3994","3844"
"24.02.2019 21:00 - 24.02.2019 21:30","3927","3772"
"24.02.2019 21:30 - 24.02.2019 22:00","3860","3679"
"24.02.2019 22:00 - 24.02.2019 22:30","3771","3569"
"24.02.2019 22:30 - 24.02.2019 23:00","3653","3453"
"24.02.2019 23:00 - 24.02.2019 23:30","3512","3258"
"24.02.2019 23:30 - 25.02.2019 00:00","3389","3098"
"25.02.2019 00:00 - 25.02.2019 00:30","3336","3004"
"25.02.2019 00:30 - 25.02.2019 01:00","3333","2965"
"25.02.2019 01:00 - 25.02.2019 01:30","3263","2860"
"25.02.2019 01:30 - 25.02.2019 02:00","3137","2773"
"25.02.2019 02:00 - 25.02.2019 02:30","2999","2675"
"25.02.2019 02:30 - 25.02.2019 03:00","2903","2588"
"25.02.2019 03:00 - 25.02.2019 03:30","2823","2514"
"25.02.2019 03:30 - 25.02.2019 04:00","2772","2472"
"25.02.2019 04:00 - 25.02.2019 04:30","2740","2463"
"25.02.2019 04:30 - 25.02.2019 05:00","2697","2457"
"25.02.2019 05:00 - 25.02.2019 05:30","2690","2462"
"25.02.2019 05:30 - 25.02.2019 06:00","2669","2452"
"25.02.2019 06:00 - 25.02.2019 06:30","2674","2474"
"25.02.2019 06:30 - 25.02.2019 07:00","2723","2557"
"25.02.2019 07:00 - 25.02.2019 07:30","2815","2689"
"25.02.2019 07:30 - 25.02.2019 08:00","3037","2931"
"25.02.2019 08:00 - 25.02.2019 08:30","3299","3231"
"25.02.2019 08:30 - 25.02.2019 09:00","3606","3549"
"25.02.2019 09:00 - 25.02.2019 09:30","3773","3730"
"25.02.2019 09:30 - 25.02.2019 10:00","3859","3757"
"25.02.2019 10:00 - 25.02.2019 10:30","3940","3815"
"25.02.2019 10:30 - 25.02.2019 11:00","4069","3852"
"25.02.2019 11:00 - 25.02.2019 11:30","4093","3846"
"25.02.2019 11:30 - 25.02.2019 12:00","4072","3826"
"25.02.2019 12:00 - 25.02.2019 12:30","4072","3824"
"25.02.2019 12:30 - 25.02.2019 13:00","4058","3798"
"25.02.2019 13:00 - 25.02.2019 13:30","4064","3771"
"25.02.2019 13:30 - 25.02.2019 14:00","4092","3799"
"25.02.2019 14:00 - 25.02.2019 14:30","4102","3776"
"25.02.2019 14:30 - 25.02.2019 15:00","4035","3715"
"25.02.2019 15:00 - 25.02.2019 15:30","4046","3699"
"25.02.2019 15:30 - 25.02.2019 16:00","4053","3711"
"25.02.2019 16:00 - 25.02.2019 16:30","4057","3702"
"25.02.2019 16:30 - 25.02.2019 17:00","4090","3742"
"25.02.2019 17:00 - 25.02.2019 17:30","4131","3746"
"25.02.2019 17:30 - 25.02.2019 18:00","4198","3861"
"25.02.2019 18:00 - 25.02.2019 18:30","4279","3917"
"25.02.2019 18:30 - 25.02.2019 19:00","4366","3989"
"25.02.2019 19:00 - 25.02.2019 19:30","4512","4101"
"25.02.2019 19:30 - 25.02.2019 20:00","4659","4326"
"25.02.2019 20:00 - 25.02.2019 20:30","4621","4311"
"25.02.2019 20:30 - 25.02.2019 21:00","4541","4221"
"25.02.2019 21:00 - 25.02.2019 21:30","4443","4095"
"25.02.2019 21:30 - 25.02.2019 22:00","4319","3982"
"25.02.2019 22:00 - 25.02.2019 22:30","4217","3844"
"25.02.2019 22:30 - 25.02.2019 23:00","4081","3704"
"25.02.2019 23:00 - 25.02.2019 23:30","3888","3469"
"25.02.2019 23:30 - 26.02.2019 00:00","3701","3301"
"26.02.2019 00:00 - 26.02.2019 00:30","3612","3174"
"26.02.2019 00:30 - 26.02.2019 01:00","3599","3131"
"26.02.2019 01:00 - 26.02.2019 01:30","3408","2999"
"26.02.2019 01:30 - 26.02.2019 02:00","3312","2882"
"26.02.2019 02:00 - 26.02.2019 02:30","3185","2781"
"26.02.2019 02:30 - 26.02.2019 03:00","3051","2707"
"26.02.2019 03:00 - 26.02.2019 03:30","2979","2660"
"26.02.2019 03:30 - 26.02.2019 04:00","2930","2625"
"26.02.2019 04:00 - 26.02.2019 04:30","2880","2613"
"26.02.2019 04:30 - 26.02.2019 05:00","2857","2613"
"26.02.2019 05:00 - 26.02.2019 05:30","2846","2609"
"26.02.2019 05:30 - 26.02.2019 06:00","2822","2604"
"26.02.2019 06:00 - 26.02.2019 06:30","2810","2614"
"26.02.2019 06:30 - 26.02.2019 07:00","2852","2674"
"26.02.2019 07:00 - 26.02.2019 07:30","2963","2796"
"26.02.2019 07:30 - 26.02.2019 08:00","3190","3046"
"26.02.2019 08:00 - 26.02.2019 08:30","3497","3325"
"26.02.2019 08:30 - 26.02.2019 09:00","3750","3621"
"26.02.2019 09:00 - 26.02.2019 09:30","3930","3774"
"26.02.2019 09:30 - 26.02.2019 10:00","3970","3828"
"26.02.2019 10:00 - 26.02.2019 10:30","4038","3836"
"26.02.2019 10:30 - 26.02.2019 11:00","4135","3892"
"26.02.2019 11:00 - 26.02.2019 11:30","4149","3885"
"26.02.2019 11:30 - 26.02.2019 12:00","4130","3831"
"26.02.2019 12:00 - 26.02.2019 12:30","4142","3849"
"26.02.2019 12:30 - 26.02.2019 13:00","4138","3829"
"26.02.2019 13:00 - 26.02.2019 13:30","4130","3798"
"26.02.2019 13:30 - 26.02.2019 14:00","4153","3799"
"26.02.2019 14:00 - 26.02.2019 14:30","4143","3785"
"26.02.2019 14:30 - 26.02.2019 15:00","4074","3691"
"26.02.2019 15:00 - 26.02.2019 15:30","4062","3686"
"26.02.2019 15:30 - 26.02.2019 16:00","4065","3699"
"26.02.2019 16:00 - 26.02.2019 16:30","4064","3676"
"26.02.2019 16:30 - 26.02.2019 17:00","4103","3688"
"26.02.2019 17:00 - 26.02.2019 17:30","4118","3712"
"26.02.2019 17:30 - 26.02.2019 18:00","4170","3804"
"26.02.2019 18:00 - 26.02.2019 18:30","4224","3881"
"26.02.2019 18:30 - 26.02.2019 19:00","4325","4004"
"26.02.2019 19:00 - 26.02.2019 19:30","4478","4122"
"26.02.2019 19:30 - 26.02.2019 20:00","4655","4334"
"26.02.2019 20:00 - 26.02.2019 20:30","4643","4332"
"26.02.2019 20:30 - 26.02.2019 21:00","4578","4245"
"26.02.2019 21:00 - 26.02.2019 21:30","4478","4125"
"26.02.2019 21:30 - 26.02.2019 22:00","4365","4046"
"26.02.2019 22:00 - 26.02.2019 22:30","4255","3898"
"26.02.2019 22:30 - 26.02.2019 23:00","4109","3735"
"26.02.2019 23:00 - 26.02.2019 23:30","3949","3570"
"26.02.2019 23:30 - 27.02.2019 00:00","3733","3354"
"27.02.2019 00:00 - 27.02.2019 00:30","3636","3213"
"27.02.2019 00:30 - 27.02.2019 01:00","3620","3141"
"27.02.2019 01:00 - 27.02.2019 01:30","3436","3003"
"27.02.2019 01:30 - 27.02.2019 02:00","3282","2877"
"27.02.2019 02:00 - 27.02.2019 02:30","3169","2816"
"27.02.2019 02:30 - 27.02.2019 03:00","3050","2722"
"27.02.2019 03:00 - 27.02.2019 03:30","2974","2663"
"27.02.2019 03:30 - 27.02.2019 04:00","2913","2635"
"27.02.2019 04:00 - 27.02.2019 04:30","2870","2587"
"27.02.2019 04:30 - 27.02.2019 05:00","2847","2571"
"27.02.2019 05:00 - 27.02.2019 05:30","2827","2602"
"27.02.2019 05:30 - 27.02.2019 06:00","2813","2591"
"27.02.2019 06:00 - 27.02.2019 06:30","2812","2614"
"27.02.2019 06:30 - 27.02.2019 07:00","2856","2678"
"27.02.2019 07:00 - 27.02.2019 07:30","2954","2808"
"27.02.2019 07:30 - 27.02.2019 08:00","3140","3064"
"27.02.2019 08:00 - 27.02.2019 08:30","3475","3392"
"27.02.2019 08:30 - 27.02.2019 09:00","3734","3665"
"27.02.2019 09:00 - 27.02.2019 09:30","3895","3831"
"27.02.2019 09:30 - 27.02.2019 10:00","3942","3858"
"27.02.2019 10:00 - 27.02.2019 10:30","3994","3893"
"27.02.2019 10:30 - 27.02.2019 11:00","4115","3968"
"27.02.2019 11:00 - 27.02.2019 11:30","4097","3968"
"27.02.2019 11:30 - 27.02.2019 12:00","4083","3939"
"27.02.2019 12:00 - 27.02.2019 12:30","4063","3926"
"27.02.2019 12:30 - 27.02.2019 13:00","4063","3915"
"27.02.2019 13:00 - 27.02.2019 13:30","4073","3908"
"27.02.2019 13:30 - 27.02.2019 14:00","4088","3747"
"27.02.2019 14:00 - 27.02.2019 14:30","4078","3883"
"27.02.2019 14:30 - 27.02.2019 15:00","4042","3785"
"27.02.2019 15:00 - 27.02.2019 15:30","4035","3791"
"27.02.2019 15:30 - 27.02.2019 16:00","4064","3783"
"27.02.2019 16:00 - 27.02.2019 16:30","4065","3793"
"27.02.2019 16:30 - 27.02.2019 17:00","4098","3815"
"27.02.2019 17:00 - 27.02.2019 17:30","4116","3826"
"27.02.2019 17:30 - 27.02.2019 18:00","4193","3903"
"27.02.2019 18:00 - 27.02.2019 18:30","4265","3984"
"27.02.2019 18:30 - 27.02.2019 19:00","4375","4107"
"27.02.2019 19:00 - 27.02.2019 19:30","4506","4223"
"27.02.2019 19:30 - 27.02.2019 20:00","4665","4412"
"27.02.2019 20:00 - 27.02.2019 20:30","4636","4397"
"27.02.2019 20:30 - 27.02.2019 21:00","4594","4336"
"27.02.2019 21:00 - 27.02.2019 21:30","4486","4214"
"27.02.2019 21:30 - 27.02.2019 22:00","4362","4073"
"27.02.2019 22:00 - 27.02.2019 22:30","4245","3981"
"27.02.2019 22:30 - 27.02.2019 23:00","4094","3787"
"27.02.2019 23:00 - 27.02.2019 23:30","3901","3604"
"27.02.2019 23:30 - 28.02.2019 00:00","3719","3393"
"28.02.2019 00:00 - 28.02.2019 00:30","3625","3291"
"28.02.2019 00:30 - 28.02.2019 01:00","3612","3220"
"28.02.2019 01:00 - 28.02.2019 01:30","3463","3050"
"28.02.2019 01:30 - 28.02.2019 02:00","3329","2942"
"28.02.2019 02:00 - 28.02.2019 02:30","3214","2830"
"28.02.2019 02:30 - 28.02.2019 03:00","3109","2722"
"28.02.2019 03:00 - 28.02.2019 03:30","3008","2650"
"28.02.2019 03:30 - 28.02.2019 04:00","2949","2623"
"28.02.2019 04:00 - 28.02.2019 04:30","2885","2595"
"28.02.2019 04:30 - 28.02.2019 05:00","2860","2596"
"28.02.2019 05:00 - 28.02.2019 05:30","2839","2579"
"28.02.2019 05:30 - 28.02.2019 06:00","2806","2590"
"28.02.2019 06:00 - 28.02.2019 06:30","2815","2613"
"28.02.2019 06:30 - 28.02.2019 07:00","2841","2684"
"28.02.2019 07:00 - 28.02.2019 07:30","2943","2831"
"28.02.2019 07:30 - 28.02.2019 08:00","3146","3053"
"28.02.2019 08:00 - 28.02.2019 08:30","3467","3367"
"28.02.2019 08:30 - 28.02.2019 09:00","3735","3658"
"28.02.2019 09:00 - 28.02.2019 09:30","3915","3806"
"28.02.2019 09:30 - 28.02.2019 10:00","3950","3850"
"28.02.2019 10:00 - 28.02.2019 10:30","3996","3898"
"28.02.2019 10:30 - 28.02.2019 11:00","4112","3934"
"28.02.2019 11:00 - 28.02.2019 11:30","4115","3922"
"28.02.2019 11:30 - 28.02.2019 12:00","4077","3920"
"28.02.2019 12:00 - 28.02.2019 12:30","4093","3922"
"28.02.2019 12:30 - 28.02.2019 13:00","4077","3914"
"28.02.2019 13:00 - 28.02.2019 13:30","4085","3930"
"28.02.2019 13:30 - 28.02.2019 14:00","4118","3978"
"28.02.2019 14:00 - 28.02.2019 14:30","4109","3938"
"28.02.2019 14:30 - 28.02.2019 15:00","4061","3863"
"28.02.2019 15:00 - 28.02.2019 15:30","4067","3866"
"28.02.2019 15:30 - 28.02.2019 16:00","4068","3868"
"28.02.2019 16:00 - 28.02.2019 16:30","4075","3863"
"28.02.2019 16:30 - 28.02.2019 17:00","4085","3862"
"28.02.2019 17:00 - 28.02.2019 17:30","4130","3927"
"28.02.2019 17:30 - 28.02.2019 18:00","4189","3995"
"28.02.2019 18:00 - 28.02.2019 18:30","4240","4038"
"28.02.2019 18:30 - 28.02.2019 19:00","4360","4138"
"28.02.2019 19:00 - 28.02.2019 19:30","4482","4221"
"28.02.2019 19:30 - 28.02.2019 20:00","4666","4387"
"28.02.2019 20:00 - 28.02.2019 20:30","4658","4408"
"28.02.2019 20:30 - 28.02.2019 21:00","4617","4335"
"28.02.2019 21:00 - 28.02.2019 21:30","4494","4203"
"28.02.2019 21:30 - 28.02.2019 22:00","4397","4105"
"28.02.2019 22:00 - 28.02.2019 22:30","4262","3971"
"28.02.2019 22:30 - 28.02.2019 23:00","4104","3793"
"28.02.2019 23:00 - 28.02.2019 23:30","3915","3598"
"28.02.2019 23:30 - 01.03.2019 00:00","3732","3412"
"01.03.2019 00:00 - 01.03.2019 00:30","3636","3303"
"01.03.2019 00:30 - 01.03.2019 01:00","3628","3223"
"01.03.2019 01:00 - 01.03.2019 01:30","3392","3081"
"01.03.2019 01:30 - 01.03.2019 02:00","3268","2944"
"01.03.2019 02:00 - 01.03.2019 02:30","3137","2845"
"01.03.2019 02:30 - 01.03.2019 03:00","3028","2764"
"01.03.2019 03:00 - 01.03.2019 03:30","2960","2701"
"01.03.2019 03:30 - 01.03.2019 04:00","2879","2660"
"01.03.2019 04:00 - 01.03.2019 04:30","2839","2605"
"01.03.2019 04:30 - 01.03.2019 05:00","2808","2584"
"01.03.2019 05:00 - 01.03.2019 05:30","2785","2563"
"01.03.2019 05:30 - 01.03.2019 06:00","2768","2585"
"01.03.2019 06:00 - 01.03.2019 06:30","2776","2605"
"01.03.2019 06:30 - 01.03.2019 07:00","2819","2685"
"01.03.2019 07:00 - 01.03.2019 07:30","2913","2845"
"01.03.2019 07:30 - 01.03.2019 08:00","3108","3039"
"01.03.2019 08:00 - 01.03.2019 08:30","3349","3342"
"01.03.2019 08:30 - 01.03.2019 09:00","3618","3624"
"01.03.2019 09:00 - 01.03.2019 09:30","3821","3769"
"01.03.2019 09:30 - 01.03.2019 10:00","3860","3792"
"01.03.2019 10:00 - 01.03.2019 10:30","3929","3819"
"01.03.2019 10:30 - 01.03.2019 11:00","4039","3873"
"01.03.2019 11:00 - 01.03.2019 11:30","4039","3875"
"01.03.2019 11:30 - 01.03.2019 12:00","4036","3866"
"01.03.2019 12:00 - 01.03.2019 12:30","4028","3848"
"01.03.2019 12:30 - 01.03.2019 13:00","4028","3849"
"01.03.2019 13:00 - 01.03.2019 13:30","4037","3860"
"01.03.2019 13:30 - 01.03.2019 14:00","4051","3848"
"01.03.2019 14:00 - 01.03.2019 14:30","4040","3847"
"01.03.2019 14:30 - 01.03.2019 15:00","4006","3782"
"01.03.2019 15:00 - 01.03.2019 15:30","3987","3796"
"01.03.2019 15:30 - 01.03.2019 16:00","3998","3843"
"01.03.2019 16:00 - 01.03.2019 16:30","3994","3859"
"01.03.2019 16:30 - 01.03.2019 17:00","4003","3909"
"01.03.2019 17:00 - 01.03.2019 17:30","4007","3958"
"01.03.2019 17:30 - 01.03.2019 18:00","4040","4006"
"01.03.2019 18:00 - 01.03.2019 18:30","4071","4079"
"01.03.2019 18:30 - 01.03.2019 19:00","4153","4172"
"01.03.2019 19:00 - 01.03.2019 19:30","4296","4263"
"01.03.2019 19:30 - 01.03.2019 20:00","4402","4327"
"01.03.2019 20:00 - 01.03.2019 20:30","4389","4307"
"01.03.2019 20:30 - 01.03.2019 21:00","4339","4197"
"01.03.2019 21:00 - 01.03.2019 21:30","4234","4064"
"01.03.2019 21:30 - 01.03.2019 22:00","4111","3952"
"01.03.2019 22:00 - 01.03.2019 22:30","3995","3834"
"01.03.2019 22:30 - 01.03.2019 23:00","3858","3677"
"01.03.2019 23:00 - 01.03.2019 23:30","3698","3522"
"01.03.2019 23:30 - 02.03.2019 00:00","3556","3375"
"02.03.2019 00:00 - 02.03.2019 00:30","3544","3322"
"02.03.2019 00:30 - 02.03.2019 01:00","3555","3278"
"02.03.2019 01:00 - 02.03.2019 01:30","3448","3126"
"02.03.2019 01:30 - 02.03.2019 02:00","3300","3009"
"02.03.2019 02:00 - 02.03.2019 02:30","3134","2890"
"02.03.2019 02:30 - 02.03.2019 03:00","3016","2795"
"02.03.2019 03:00 - 02.03.2019 03:30","2916","2700"
"02.03.2019 03:30 - 02.03.2019 04:00","2850","2636"
"02.03.2019 04:00 - 02.03.2019 04:30","2792","2586"
"02.03.2019 04:30 - 02.03.2019 05:00","2730","2568"
"02.03.2019 05:00 - 02.03.2019 05:30","2711","2574"
"02.03.2019 05:30 - 02.03.2019 06:00","2682","2579"
"02.03.2019 06:00 - 02.03.2019 06:30","2669","2564"
"02.03.2019 06:30 - 02.03.2019 07:00","2667","2563"
"02.03.2019 07:00 - 02.03.2019 07:30","2693","2670"
"02.03.2019 07:30 - 02.03.2019 08:00","2764","2769"
"02.03.2019 08:00 - 02.03.2019 08:30","2856","2873"
"02.03.2019 08:30 - 02.03.2019 09:00","2935","3005"
"02.03.2019 09:00 - 02.03.2019 09:30","3021","3135"
"02.03.2019 09:30 - 02.03.2019 10:00","3137","3263"
"02.03.2019 10:00 - 02.03.2019 10:30","3325","3435"
"02.03.2019 10:30 - 02.03.2019 11:00","3477","3607"
"02.03.2019 11:00 - 02.03.2019 11:30","3550","3715"
"02.03.2019 11:30 - 02.03.2019 12:00","3633","3766"
"02.03.2019 12:00 - 02.03.2019 12:30","3649","3806"
"02.03.2019 12:30 - 02.03.2019 13:00","3693","3872"
"02.03.2019 13:00 - 02.03.2019 13:30","3715","3869"
"02.03.2019 13:30 - 02.03.2019 14:00","3727","3894"
"02.03.2019 14:00 - 02.03.2019 14:30","3723","3884"
"02.03.2019 14:30 - 02.03.2019 15:00","3685","3842"
"02.03.2019 15:00 - 02.03.2019 15:30","3644","3751"
"02.03.2019 15:30 - 02.03.2019 16:00","3620","3719"
"02.03.2019 16:00 - 02.03.2019 16:30","3607","3673"
"02.03.2019 16:30 - 02.03.2019 17:00","3608","3647"
"02.03.2019 17:00 - 02.03.2019 17:30","3612","3642"
"02.03.2019 17:30 - 02.03.2019 18:00","3657","3665"
"02.03.2019 18:00 - 02.03.2019 18:30","3739","3689"
"02.03.2019 18:30 - 02.03.2019 19:00","3816","3809"
"02.03.2019 19:00 - 02.03.2019 19:30","3940","3914"
"02.03.2019 19:30 - 02.03.2019 20:00","4084","4104"
"02.03.2019 20:00 - 02.03.2019 20:30","4120","4145"
"02.03.2019 20:30 - 02.03.2019 21:00","4036","4042"
"02.03.2019 21:00 - 02.03.2019 21:30","3948","3864"
"02.03.2019 21:30 - 02.03.2019 22:00","3809","3775"
"02.03.2019 22:00 - 02.03.2019 22:30","3706","3670"
"02.03.2019 22:30 - 02.03.2019 23:00","3612","3518"
"02.03.2019 23:00 - 02.03.2019 23:30","3486","3361"
"02.03.2019 23:30 - 03.03.2019 00:00","3395","3264"
"03.03.2019 00:00 - 03.03.2019 00:30","3383","3201"
"03.03.2019 00:30 - 03.03.2019 01:00","3427","3205"
"03.03.2019 01:00 - 03.03.2019 01:30","3304","3110"
"03.03.2019 01:30 - 03.03.2019 02:00","3194","3001"
"03.03.2019 02:00 - 03.03.2019 02:30","3072","2881"
"03.03.2019 02:30 - 03.03.2019 03:00","2965","2771"
"03.03.2019 03:00 - 03.03.2019 03:30","2875","2696"
"03.03.2019 03:30 - 03.03.2019 04:00","2783","2626"
"03.03.2019 04:00 - 03.03.2019 04:30","2721","2576"
"03.03.2019 04:30 - 03.03.2019 05:00","2681","2537"
"03.03.2019 05:00 - 03.03.2019 05:30","2659","2543"
"03.03.2019 05:30 - 03.03.2019 06:00","2606","2515"
"03.03.2019 06:00 - 03.03.2019 06:30","2591","2525"
"03.03.2019 06:30 - 03.03.2019 07:00","2580","2541"
"03.03.2019 07:00 - 03.03.2019 07:30","2586","2562"
"03.03.2019 07:30 - 03.03.2019 08:00","2625","2611"
"03.03.2019 08:00 - 03.03.2019 08:30","2656","2665"
"03.03.2019 08:30 - 03.03.2019 09:00","2663","2716"
"03.03.2019 09:00 - 03.03.2019 09:30","2714","2801"
"03.03.2019 09:30 - 03.03.2019 10:00","2811","2922"
"03.03.2019 10:00 - 03.03.2019 10:30","2951","3056"
"03.03.2019 10:30 - 03.03.2019 11:00","3084","3227"
"03.03.2019 11:00 - 03.03.2019 11:30","3207","3338"
"03.03.2019 11:30 - 03.03.2019 12:00","3325","3445"
"03.03.2019 12:00 - 03.03.2019 12:30","3420","3519"
"03.03.2019 12:30 - 03.03.2019 13:00","3481","3592"
"03.03.2019 13:00 - 03.03.2019 13:30","3561","3676"
"03.03.2019 13:30 - 03.03.2019 14:00","3623","3742"
"03.03.2019 14:00 - 03.03.2019 14:30","3626","3792"
"03.03.2019 14:30 - 03.03.2019 15:00","3596","3806"
"03.03.2019 15:00 - 03.03.2019 15:30","3550","3787"
"03.03.2019 15:30 - 03.03.2019 16:00","3470","3770"
"03.03.2019 16:00 - 03.03.2019 16:30","3453","3756"
"03.03.2019 16:30 - 03.03.2019 17:00","3394","3737"
"03.03.2019 17:00 - 03.03.2019 17:30","3406","3732"
"03.03.2019 17:30 - 03.03.2019 18:00","3403","3770"
"03.03.2019 18:00 - 03.03.2019 18:30","3464","3867"
"03.03.2019 18:30 - 03.03.2019 19:00","3559","3925"
"03.03.2019 19:00 - 03.03.2019 19:30","3709","4026"
"03.03.2019 19:30 - 03.03.2019 20:00","3934","4133"
"03.03.2019 20:00 - 03.03.2019 20:30","3998","4137"
"03.03.2019 20:30 - 03.03.2019 21:00","3942","4047"
"03.03.2019 21:00 - 03.03.2019 21:30","3873","3947"
"03.03.2019 21:30 - 03.03.2019 22:00","3814","3851"
"03.03.2019 22:00 - 03.03.2019 22:30","3695","3741"
"03.03.2019 22:30 - 03.03.2019 23:00","3600","3571"
