"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"07.04.2019 14:30 - 07.04.2019 14:45","45916","46891"
"07.04.2019 14:45 - 07.04.2019 15:00","46369","46787"
"07.04.2019 15:00 - 07.04.2019 15:15","46499","46796"
"07.04.2019 15:15 - 07.04.2019 15:30","45689","46470"
"07.04.2019 15:30 - 07.04.2019 15:45","45459","46414"
"07.04.2019 15:45 - 07.04.2019 16:00","45251","46304"
"07.04.2019 16:00 - 07.04.2019 16:15","45386","46192"
"07.04.2019 16:15 - 07.04.2019 16:30","45786","46110"
"07.04.2019 16:30 - 07.04.2019 16:45","45962","46122"
"07.04.2019 16:45 - 07.04.2019 17:00","45451","46316"
"07.04.2019 17:00 - 07.04.2019 17:15","45877","46890"
"07.04.2019 17:15 - 07.04.2019 17:30","46181","47310"
"07.04.2019 17:30 - 07.04.2019 17:45","46844","47307"
"07.04.2019 17:45 - 07.04.2019 18:00","47105","47691"
"07.04.2019 18:00 - 07.04.2019 18:15","47785","48361"
"07.04.2019 18:15 - 07.04.2019 18:30","48130","48507"
"07.04.2019 18:30 - 07.04.2019 18:45","48370","48602"
"07.04.2019 18:45 - 07.04.2019 19:00","48827","49108"
"07.04.2019 19:00 - 07.04.2019 19:15","49462","49510"
"07.04.2019 19:15 - 07.04.2019 19:30","49641","49601"
"07.04.2019 19:30 - 07.04.2019 19:45","49695","49844"
"07.04.2019 19:45 - 07.04.2019 20:00","49349","49990"
"07.04.2019 20:00 - 07.04.2019 20:15","49918","51038"
"07.04.2019 20:15 - 07.04.2019 20:30","49938","51181"
"07.04.2019 20:30 - 07.04.2019 20:45","48905","51018"
"07.04.2019 20:45 - 07.04.2019 21:00","48825","50534"
"07.04.2019 21:00 - 07.04.2019 21:15","48215","50411"
"07.04.2019 21:15 - 07.04.2019 21:30","47956","49813"
"07.04.2019 21:30 - 07.04.2019 21:45","47993","49067"
"07.04.2019 21:45 - 07.04.2019 22:00","48172","48923"
"07.04.2019 22:00 - 07.04.2019 22:15","48442","49408"
"07.04.2019 22:15 - 07.04.2019 22:30","48062","48907"
"07.04.2019 22:30 - 07.04.2019 22:45","47386","48355"
"07.04.2019 22:45 - 07.04.2019 23:00","46490","47564"
"07.04.2019 23:00 - 07.04.2019 23:15","45424","46565"
"07.04.2019 23:15 - 07.04.2019 23:30","44558","45897"
"07.04.2019 23:30 - 07.04.2019 23:45","43805","45166"
"07.04.2019 23:45 - 08.04.2019 00:00","43076","44361"
"08.04.2019 00:00 - 08.04.2019 00:15","42320","43083"
"08.04.2019 00:15 - 08.04.2019 00:30","41881","42466"
"08.04.2019 00:30 - 08.04.2019 00:45","41444","42262"
"08.04.2019 00:45 - 08.04.2019 01:00","41001","42070"
"08.04.2019 01:00 - 08.04.2019 01:15","40590","41399"
"08.04.2019 01:15 - 08.04.2019 01:30","40158","41334"
"08.04.2019 01:30 - 08.04.2019 01:45","39838","41097"
"08.04.2019 01:45 - 08.04.2019 02:00","39674","41093"
"08.04.2019 02:00 - 08.04.2019 02:15","39461","40860"
"08.04.2019 02:15 - 08.04.2019 02:30","39342","40698"
"08.04.2019 02:30 - 08.04.2019 02:45","39362","40750"
"08.04.2019 02:45 - 08.04.2019 03:00","39537","40927"
"08.04.2019 03:00 - 08.04.2019 03:15","39583","41330"
"08.04.2019 03:15 - 08.04.2019 03:30","39654","41218"
"08.04.2019 03:30 - 08.04.2019 03:45","39927","41496"
"08.04.2019 03:45 - 08.04.2019 04:00","40201","41934"
"08.04.2019 04:00 - 08.04.2019 04:15","40856","42923"
"08.04.2019 04:15 - 08.04.2019 04:30","41254","43082"
"08.04.2019 04:30 - 08.04.2019 04:45","41759","43587"
"08.04.2019 04:45 - 08.04.2019 05:00","42395","44402"
"08.04.2019 05:00 - 08.04.2019 05:15","43846","46248"
"08.04.2019 05:15 - 08.04.2019 05:30","44596","47331"
"08.04.2019 05:30 - 08.04.2019 05:45","45942","48871"
"08.04.2019 05:45 - 08.04.2019 06:00","47712","50924"
"08.04.2019 06:00 - 08.04.2019 06:15","50795","54459"
"08.04.2019 06:15 - 08.04.2019 06:30","53028","56993"
"08.04.2019 06:30 - 08.04.2019 06:45","54735","58623"
"08.04.2019 06:45 - 08.04.2019 07:00","56037","59974"
"08.04.2019 07:00 - 08.04.2019 07:15","57617","61363"
"08.04.2019 07:15 - 08.04.2019 07:30","58633","62855"
"08.04.2019 07:30 - 08.04.2019 07:45","59259","63852"
"08.04.2019 07:45 - 08.04.2019 08:00","60142","64634"
"08.04.2019 08:00 - 08.04.2019 08:15","60864","65467"
"08.04.2019 08:15 - 08.04.2019 08:30","61331","65854"
"08.04.2019 08:30 - 08.04.2019 08:45","61609","66173"
"08.04.2019 08:45 - 08.04.2019 09:00","61776","66346"
"08.04.2019 09:00 - 08.04.2019 09:15","61525","65674"
"08.04.2019 09:15 - 08.04.2019 09:30","61848","65939"
"08.04.2019 09:30 - 08.04.2019 09:45","62329","66382"
"08.04.2019 09:45 - 08.04.2019 10:00","62318","66475"
"08.04.2019 10:00 - 08.04.2019 10:15","62524","66705"
"08.04.2019 10:15 - 08.04.2019 10:30","62599","66758"
"08.04.2019 10:30 - 08.04.2019 10:45","62769","67107"
"08.04.2019 10:45 - 08.04.2019 11:00","62929","67415"
"08.04.2019 11:00 - 08.04.2019 11:15","63281","67256"
"08.04.2019 11:15 - 08.04.2019 11:30","63650","67595"
"08.04.2019 11:30 - 08.04.2019 11:45","63876","67458"
"08.04.2019 11:45 - 08.04.2019 12:00","63991","67564"
"08.04.2019 12:00 - 08.04.2019 12:15","63136","67537"
"08.04.2019 12:15 - 08.04.2019 12:30","62541","67043"
"08.04.2019 12:30 - 08.04.2019 12:45","62942","67104"
"08.04.2019 12:45 - 08.04.2019 13:00","62420","67087"
"08.04.2019 13:00 - 08.04.2019 13:15","62834","67109"
"08.04.2019 13:15 - 08.04.2019 13:30","62177","67096"
"08.04.2019 13:30 - 08.04.2019 13:45","61646","66549"
"08.04.2019 13:45 - 08.04.2019 14:00","61453","66144"
"08.04.2019 14:00 - 08.04.2019 14:15","61420","65796"
"08.04.2019 14:15 - 08.04.2019 14:30","61176","65704"
"08.04.2019 14:30 - 08.04.2019 14:45","60625","65573"
"08.04.2019 14:45 - 08.04.2019 15:00","60818","65252"
"08.04.2019 15:00 - 08.04.2019 15:15","60306","65180"
"08.04.2019 15:15 - 08.04.2019 15:30","60412","65086"
"08.04.2019 15:30 - 08.04.2019 15:45","60067","64538"
"08.04.2019 15:45 - 08.04.2019 16:00","59854","64035"
"08.04.2019 16:00 - 08.04.2019 16:15","58987","63610"
"08.04.2019 16:15 - 08.04.2019 16:30","58604","63135"
"08.04.2019 16:30 - 08.04.2019 16:45","57718","62852"
"08.04.2019 16:45 - 08.04.2019 17:00","58568","62495"
"08.04.2019 17:00 - 08.04.2019 17:15","58475","62095"
"08.04.2019 17:15 - 08.04.2019 17:30","58553","62319"
"08.04.2019 17:30 - 08.04.2019 17:45","58376","62708"
"08.04.2019 17:45 - 08.04.2019 18:00","58758","62709"
"08.04.2019 18:00 - 08.04.2019 18:15","58630","62822"
"08.04.2019 18:15 - 08.04.2019 18:30","58230","62744"
"08.04.2019 18:30 - 08.04.2019 18:45","58646","63011"
"08.04.2019 18:45 - 08.04.2019 19:00","58841","62851"
"08.04.2019 19:00 - 08.04.2019 19:15","58668","63040"
"08.04.2019 19:15 - 08.04.2019 19:30","58597","62929"
"08.04.2019 19:30 - 08.04.2019 19:45","58463","62896"
"08.04.2019 19:45 - 08.04.2019 20:00","58863","62893"
"08.04.2019 20:00 - 08.04.2019 20:15","58626","63153"
"08.04.2019 20:15 - 08.04.2019 20:30","58175","63204"
"08.04.2019 20:30 - 08.04.2019 20:45","57986","62803"
"08.04.2019 20:45 - 08.04.2019 21:00","57114","61924"
"08.04.2019 21:00 - 08.04.2019 21:15","56859","61359"
"08.04.2019 21:15 - 08.04.2019 21:30","56177","60633"
"08.04.2019 21:30 - 08.04.2019 21:45","55766","59727"
"08.04.2019 21:45 - 08.04.2019 22:00","54087","58506"
"08.04.2019 22:00 - 08.04.2019 22:15","53702","57837"
"08.04.2019 22:15 - 08.04.2019 22:30","52765","56808"
"08.04.2019 22:30 - 08.04.2019 22:45","51667","55648"
"08.04.2019 22:45 - 08.04.2019 23:00","50739","54381"
"08.04.2019 23:00 - 08.04.2019 23:15","49777","52650"
"08.04.2019 23:15 - 08.04.2019 23:30","48878","51718"
"08.04.2019 23:30 - 08.04.2019 23:45","48022","50726"
"08.04.2019 23:45 - 09.04.2019 00:00","47344","49938"
"09.04.2019 00:00 - 09.04.2019 00:15","46925","49553"
"09.04.2019 00:15 - 09.04.2019 00:30","46383","49164"
"09.04.2019 00:30 - 09.04.2019 00:45","45811","48418"
"09.04.2019 00:45 - 09.04.2019 01:00","45325","47915"
"09.04.2019 01:00 - 09.04.2019 01:15","44796","47322"
"09.04.2019 01:15 - 09.04.2019 01:30","44382","46869"
"09.04.2019 01:30 - 09.04.2019 01:45","44095","46784"
"09.04.2019 01:45 - 09.04.2019 02:00","43902","46274"
"09.04.2019 02:00 - 09.04.2019 02:15","43585","45866"
"09.04.2019 02:15 - 09.04.2019 02:30","43400","45942"
"09.04.2019 02:30 - 09.04.2019 02:45","43445","45954"
"09.04.2019 02:45 - 09.04.2019 03:00","43565","46159"
"09.04.2019 03:00 - 09.04.2019 03:15","43620","46371"
"09.04.2019 03:15 - 09.04.2019 03:30","43779","46332"
"09.04.2019 03:30 - 09.04.2019 03:45","43919","46275"
"09.04.2019 03:45 - 09.04.2019 04:00","44130","46507"
"09.04.2019 04:00 - 09.04.2019 04:15","44586","47329"
"09.04.2019 04:15 - 09.04.2019 04:30","44881","47574"
"09.04.2019 04:30 - 09.04.2019 04:45","45311","48230"
"09.04.2019 04:45 - 09.04.2019 05:00","45823","48641"
"09.04.2019 05:00 - 09.04.2019 05:15","47118","50262"
"09.04.2019 05:15 - 09.04.2019 05:30","47860","51145"
"09.04.2019 05:30 - 09.04.2019 05:45","49004","52129"
"09.04.2019 05:45 - 09.04.2019 06:00","50379","53532"
"09.04.2019 06:00 - 09.04.2019 06:15","53111","56840"
"09.04.2019 06:15 - 09.04.2019 06:30","54897","59591"
"09.04.2019 06:30 - 09.04.2019 06:45","56231","60723"
"09.04.2019 06:45 - 09.04.2019 07:00","57470","61631"
"09.04.2019 07:00 - 09.04.2019 07:15","58699","63053"
"09.04.2019 07:15 - 09.04.2019 07:30","59636","64262"
"09.04.2019 07:30 - 09.04.2019 07:45","60556","64761"
"09.04.2019 07:45 - 09.04.2019 08:00","61141","65325"
"09.04.2019 08:00 - 09.04.2019 08:15","61828","66306"
"09.04.2019 08:15 - 09.04.2019 08:30","62294","66933"
"09.04.2019 08:30 - 09.04.2019 08:45","62629","67066"
"09.04.2019 08:45 - 09.04.2019 09:00","62791","67273"
"09.04.2019 09:00 - 09.04.2019 09:15","62625","67003"
"09.04.2019 09:15 - 09.04.2019 09:30","62856","67114"
"09.04.2019 09:30 - 09.04.2019 09:45","63351","67335"
"09.04.2019 09:45 - 09.04.2019 10:00","63428","67702"
"09.04.2019 10:00 - 09.04.2019 10:15","63596","67868"
"09.04.2019 10:15 - 09.04.2019 10:30","63698","68177"
"09.04.2019 10:30 - 09.04.2019 10:45","63910","68627"
"09.04.2019 10:45 - 09.04.2019 11:00","64128","68892"
"09.04.2019 11:00 - 09.04.2019 11:15","64466","68754"
"09.04.2019 11:15 - 09.04.2019 11:30","64846","69035"
"09.04.2019 11:30 - 09.04.2019 11:45","65056","69241"
"09.04.2019 11:45 - 09.04.2019 12:00","64602","69171"
"09.04.2019 12:00 - 09.04.2019 12:15","64484","68665"
"09.04.2019 12:15 - 09.04.2019 12:30","64229","68275"
"09.04.2019 12:30 - 09.04.2019 12:45","64184","68150"
"09.04.2019 12:45 - 09.04.2019 13:00","64279","68272"
"09.04.2019 13:00 - 09.04.2019 13:15","63708","68162"
"09.04.2019 13:15 - 09.04.2019 13:30","63596","68038"
"09.04.2019 13:30 - 09.04.2019 13:45","63028","67387"
"09.04.2019 13:45 - 09.04.2019 14:00","62457","66945"
"09.04.2019 14:00 - 09.04.2019 14:15","62421","66598"
"09.04.2019 14:15 - 09.04.2019 14:30","62061","66517"
"09.04.2019 14:30 - 09.04.2019 14:45","62017","66204"
"09.04.2019 14:45 - 09.04.2019 15:00","62307","65744"
"09.04.2019 15:00 - 09.04.2019 15:15","62399","65712"
"09.04.2019 15:15 - 09.04.2019 15:30","61544","65158"
"09.04.2019 15:30 - 09.04.2019 15:45","61210","64817"
"09.04.2019 15:45 - 09.04.2019 16:00","60815","64321"
"09.04.2019 16:00 - 09.04.2019 16:15","60626","64328"
"09.04.2019 16:15 - 09.04.2019 16:30","60686","64227"
"09.04.2019 16:30 - 09.04.2019 16:45","60478","63690"
"09.04.2019 16:45 - 09.04.2019 17:00","59754","63708"
"09.04.2019 17:00 - 09.04.2019 17:15","59653","63799"
"09.04.2019 17:15 - 09.04.2019 17:30","59769","64126"
"09.04.2019 17:30 - 09.04.2019 17:45","60059","64322"
"09.04.2019 17:45 - 09.04.2019 18:00","59923","64371"
"09.04.2019 18:00 - 09.04.2019 18:15","59649","64386"
"09.04.2019 18:15 - 09.04.2019 18:30","59614","64361"
"09.04.2019 18:30 - 09.04.2019 18:45","59806","64415"
"09.04.2019 18:45 - 09.04.2019 19:00","59918","64664"
"09.04.2019 19:00 - 09.04.2019 19:15","60076","64783"
"09.04.2019 19:15 - 09.04.2019 19:30","60014","64768"
"09.04.2019 19:30 - 09.04.2019 19:45","59902","64532"
"09.04.2019 19:45 - 09.04.2019 20:00","59890","64569"
"09.04.2019 20:00 - 09.04.2019 20:15","59788","64476"
"09.04.2019 20:15 - 09.04.2019 20:30","59561","64574"
"09.04.2019 20:30 - 09.04.2019 20:45","58988","64197"
"09.04.2019 20:45 - 09.04.2019 21:00","58432","63472"
"09.04.2019 21:00 - 09.04.2019 21:15","57528","62494"
"09.04.2019 21:15 - 09.04.2019 21:30","57075","61477"
"09.04.2019 21:30 - 09.04.2019 21:45","56170","60519"
"09.04.2019 21:45 - 09.04.2019 22:00","55586","59276"
"09.04.2019 22:00 - 09.04.2019 22:15","55236","58624"
"09.04.2019 22:15 - 09.04.2019 22:30","54413","57540"
"09.04.2019 22:30 - 09.04.2019 22:45","53329","56495"
"09.04.2019 22:45 - 09.04.2019 23:00","52059","55270"
"09.04.2019 23:00 - 09.04.2019 23:15","50664","53838"
"09.04.2019 23:15 - 09.04.2019 23:30","49653","52675"
"09.04.2019 23:30 - 09.04.2019 23:45","48887","51779"
"09.04.2019 23:45 - 10.04.2019 00:00","48139","50715"
"10.04.2019 00:00 - 10.04.2019 00:15","47302","49740"
"10.04.2019 00:15 - 10.04.2019 00:30","46797","49588"
"10.04.2019 00:30 - 10.04.2019 00:45","46299","48969"
"10.04.2019 00:45 - 10.04.2019 01:00","45814","48226"
"10.04.2019 01:00 - 10.04.2019 01:15","45300","48009"
"10.04.2019 01:15 - 10.04.2019 01:30","44938","47698"
"10.04.2019 01:30 - 10.04.2019 01:45","44606","47450"
"10.04.2019 01:45 - 10.04.2019 02:00","44287","46922"
"10.04.2019 02:00 - 10.04.2019 02:15","43972","46569"
"10.04.2019 02:15 - 10.04.2019 02:30","43838","46373"
"10.04.2019 02:30 - 10.04.2019 02:45","43924","46738"
"10.04.2019 02:45 - 10.04.2019 03:00","44055","47038"
"10.04.2019 03:00 - 10.04.2019 03:15","44156","47192"
"10.04.2019 03:15 - 10.04.2019 03:30","44297","47521"
"10.04.2019 03:30 - 10.04.2019 03:45","44409","47926"
"10.04.2019 03:45 - 10.04.2019 04:00","44534","48212"
"10.04.2019 04:00 - 10.04.2019 04:15","45013","48569"
"10.04.2019 04:15 - 10.04.2019 04:30","45332","48973"
"10.04.2019 04:30 - 10.04.2019 04:45","45772","49597"
"10.04.2019 04:45 - 10.04.2019 05:00","46378","50227"
"10.04.2019 05:00 - 10.04.2019 05:15","47568","51403"
"10.04.2019 05:15 - 10.04.2019 05:30","48267","52409"
"10.04.2019 05:30 - 10.04.2019 05:45","49472","53432"
"10.04.2019 05:45 - 10.04.2019 06:00","50964","55069"
"10.04.2019 06:00 - 10.04.2019 06:15","53444","57677"
"10.04.2019 06:15 - 10.04.2019 06:30","55317","59963"
"10.04.2019 06:30 - 10.04.2019 06:45","56778","61300"
"10.04.2019 06:45 - 10.04.2019 07:00","58047","62424"
"10.04.2019 07:00 - 10.04.2019 07:15","59491","63552"
"10.04.2019 07:15 - 10.04.2019 07:30","60312","64591"
"10.04.2019 07:30 - 10.04.2019 07:45","61070","65287"
"10.04.2019 07:45 - 10.04.2019 08:00","61709","66052"
"10.04.2019 08:00 - 10.04.2019 08:15","62384","66716"
"10.04.2019 08:15 - 10.04.2019 08:30","62801","67231"
"10.04.2019 08:30 - 10.04.2019 08:45","63057","67236"
"10.04.2019 08:45 - 10.04.2019 09:00","63149","67381"
"10.04.2019 09:00 - 10.04.2019 09:15","62880","66950"
"10.04.2019 09:15 - 10.04.2019 09:30","63226","67158"
"10.04.2019 09:30 - 10.04.2019 09:45","63776","67482"
"10.04.2019 09:45 - 10.04.2019 10:00","64104","68036"
"10.04.2019 10:00 - 10.04.2019 10:15","64183","67665"
"10.04.2019 10:15 - 10.04.2019 10:30","64418","68277"
"10.04.2019 10:30 - 10.04.2019 10:45","64650","68256"
"10.04.2019 10:45 - 10.04.2019 11:00","65055","68516"
"10.04.2019 11:00 - 10.04.2019 11:15","65526","68247"
"10.04.2019 11:15 - 10.04.2019 11:30","65639","68232"
"10.04.2019 11:30 - 10.04.2019 11:45","65869","68685"
"10.04.2019 11:45 - 10.04.2019 12:00","65460","68564"
"10.04.2019 12:00 - 10.04.2019 12:15","65396","67805"
"10.04.2019 12:15 - 10.04.2019 12:30","65051","67548"
"10.04.2019 12:30 - 10.04.2019 12:45","64920","67740"
"10.04.2019 12:45 - 10.04.2019 13:00","64896","67554"
"10.04.2019 13:00 - 10.04.2019 13:15","64652","67601"
"10.04.2019 13:15 - 10.04.2019 13:30","64591","67298"
"10.04.2019 13:30 - 10.04.2019 13:45","64318","66963"
"10.04.2019 13:45 - 10.04.2019 14:00","63760","66472"
"10.04.2019 14:00 - 10.04.2019 14:15","63461","66249"
"10.04.2019 14:15 - 10.04.2019 14:30","63252","66180"
"10.04.2019 14:30 - 10.04.2019 14:45","63011","65860"
"10.04.2019 14:45 - 10.04.2019 15:00","63339","65495"
"10.04.2019 15:00 - 10.04.2019 15:15","63418","65591"
"10.04.2019 15:15 - 10.04.2019 15:30","62733","65361"
"10.04.2019 15:30 - 10.04.2019 15:45","62505","64888"
"10.04.2019 15:45 - 10.04.2019 16:00","62057","64175"
"10.04.2019 16:00 - 10.04.2019 16:15","61895","64042"
"10.04.2019 16:15 - 10.04.2019 16:30","61986","63857"
"10.04.2019 16:30 - 10.04.2019 16:45","61751","63480"
"10.04.2019 16:45 - 10.04.2019 17:00","61309","63199"
"10.04.2019 17:00 - 10.04.2019 17:15","61370","63331"
"10.04.2019 17:15 - 10.04.2019 17:30","61474","63500"
"10.04.2019 17:30 - 10.04.2019 17:45","61508","63172"
"10.04.2019 17:45 - 10.04.2019 18:00","61476","63451"
"10.04.2019 18:00 - 10.04.2019 18:15","60954","63513"
"10.04.2019 18:15 - 10.04.2019 18:30","60751","63601"
"10.04.2019 18:30 - 10.04.2019 18:45","60927","63591"
"10.04.2019 18:45 - 10.04.2019 19:00","60963","63489"
"10.04.2019 19:00 - 10.04.2019 19:15","61140","63761"
"10.04.2019 19:15 - 10.04.2019 19:30","61061","63568"
"10.04.2019 19:30 - 10.04.2019 19:45","61028","63184"
"10.04.2019 19:45 - 10.04.2019 20:00","60716","63349"
"10.04.2019 20:00 - 10.04.2019 20:15","60456","63202"
"10.04.2019 20:15 - 10.04.2019 20:30","60007","63494"
"10.04.2019 20:30 - 10.04.2019 20:45","59425","63390"
"10.04.2019 20:45 - 10.04.2019 21:00","58934","62582"
"10.04.2019 21:00 - 10.04.2019 21:15","58193","62057"
"10.04.2019 21:15 - 10.04.2019 21:30","57555","61137"
"10.04.2019 21:30 - 10.04.2019 21:45","56805","59924"
"10.04.2019 21:45 - 10.04.2019 22:00","56057","59030"
"10.04.2019 22:00 - 10.04.2019 22:15","55657","58129"
"10.04.2019 22:15 - 10.04.2019 22:30","54805","57226"
"10.04.2019 22:30 - 10.04.2019 22:45","53729","56054"
"10.04.2019 22:45 - 10.04.2019 23:00","52542","55147"
"10.04.2019 23:00 - 10.04.2019 23:15","51291","54046"
"10.04.2019 23:15 - 10.04.2019 23:30","50273","52969"
"10.04.2019 23:30 - 10.04.2019 23:45","49389","52093"
"10.04.2019 23:45 - 11.04.2019 00:00","48548","51134"
"11.04.2019 00:00 - 11.04.2019 00:15","47946","49932"
"11.04.2019 00:15 - 11.04.2019 00:30","47304","49570"
"11.04.2019 00:30 - 11.04.2019 00:45","46743","48969"
"11.04.2019 00:45 - 11.04.2019 01:00","46325","48523"
"11.04.2019 01:00 - 11.04.2019 01:15","45702","48115"
"11.04.2019 01:15 - 11.04.2019 01:30","45375","47866"
"11.04.2019 01:30 - 11.04.2019 01:45","45112","47610"
"11.04.2019 01:45 - 11.04.2019 02:00","44911","47395"
"11.04.2019 02:00 - 11.04.2019 02:15","44602","47045"
"11.04.2019 02:15 - 11.04.2019 02:30","44478","46935"
"11.04.2019 02:30 - 11.04.2019 02:45","44564","46874"
"11.04.2019 02:45 - 11.04.2019 03:00","44649","47230"
"11.04.2019 03:00 - 11.04.2019 03:15","44762","47241"
"11.04.2019 03:15 - 11.04.2019 03:30","44893","47511"
"11.04.2019 03:30 - 11.04.2019 03:45","44946","47547"
"11.04.2019 03:45 - 11.04.2019 04:00","45092","47716"
"11.04.2019 04:00 - 11.04.2019 04:15","45536","48576"
"11.04.2019 04:15 - 11.04.2019 04:30","45813","48720"
"11.04.2019 04:30 - 11.04.2019 04:45","46256","49115"
"11.04.2019 04:45 - 11.04.2019 05:00","46700","49769"
"11.04.2019 05:00 - 11.04.2019 05:15","47985","50796"
"11.04.2019 05:15 - 11.04.2019 05:30","48696","51226"
"11.04.2019 05:30 - 11.04.2019 05:45","49703","52335"
"11.04.2019 05:45 - 11.04.2019 06:00","51078","53926"
"11.04.2019 06:00 - 11.04.2019 06:15","53348","57037"
"11.04.2019 06:15 - 11.04.2019 06:30","55120","58933"
"11.04.2019 06:30 - 11.04.2019 06:45","56667","60110"
"11.04.2019 06:45 - 11.04.2019 07:00","57954","61261"
"11.04.2019 07:00 - 11.04.2019 07:15","59273","62628"
"11.04.2019 07:15 - 11.04.2019 07:30","60118","63732"
"11.04.2019 07:30 - 11.04.2019 07:45","61017","64528"
"11.04.2019 07:45 - 11.04.2019 08:00","61760","65213"
"11.04.2019 08:00 - 11.04.2019 08:15","62741","65950"
"11.04.2019 08:15 - 11.04.2019 08:30","63248","66371"
"11.04.2019 08:30 - 11.04.2019 08:45","63534","66326"
"11.04.2019 08:45 - 11.04.2019 09:00","63700","66268"
"11.04.2019 09:00 - 11.04.2019 09:15","63450","65823"
"11.04.2019 09:15 - 11.04.2019 09:30","63776","65788"
"11.04.2019 09:30 - 11.04.2019 09:45","64122","65726"
"11.04.2019 09:45 - 11.04.2019 10:00","64426","66254"
"11.04.2019 10:00 - 11.04.2019 10:15","64601","66088"
"11.04.2019 10:15 - 11.04.2019 10:30","64690","66455"
"11.04.2019 10:30 - 11.04.2019 10:45","64985","66846"
"11.04.2019 10:45 - 11.04.2019 11:00","65212","67035"
"11.04.2019 11:00 - 11.04.2019 11:15","65474","67126"
"11.04.2019 11:15 - 11.04.2019 11:30","65747","67372"
"11.04.2019 11:30 - 11.04.2019 11:45","65884","67605"
"11.04.2019 11:45 - 11.04.2019 12:00","65483","67598"
"11.04.2019 12:00 - 11.04.2019 12:15","65560","67501"
"11.04.2019 12:15 - 11.04.2019 12:30","65448","67262"
"11.04.2019 12:30 - 11.04.2019 12:45","65281","67000"
"11.04.2019 12:45 - 11.04.2019 13:00","65446","67086"
"11.04.2019 13:00 - 11.04.2019 13:15","65035","67051"
"11.04.2019 13:15 - 11.04.2019 13:30","64963","66532"
"11.04.2019 13:30 - 11.04.2019 13:45","64515","66162"
"11.04.2019 13:45 - 11.04.2019 14:00","63976","65406"
"11.04.2019 14:00 - 11.04.2019 14:15","63771","64808"
"11.04.2019 14:15 - 11.04.2019 14:30","63510","64655"
"11.04.2019 14:30 - 11.04.2019 14:45","63296","64331"
"11.04.2019 14:45 - 11.04.2019 15:00","63701","64373"
"11.04.2019 15:00 - 11.04.2019 15:15","63749","64923"
"11.04.2019 15:15 - 11.04.2019 15:30","62865","64277"
"11.04.2019 15:30 - 11.04.2019 15:45","62587","64062"
"11.04.2019 15:45 - 11.04.2019 16:00","62048","63632"
"11.04.2019 16:00 - 11.04.2019 16:15","61849","63356"
"11.04.2019 16:15 - 11.04.2019 16:30","61851","63059"
"11.04.2019 16:30 - 11.04.2019 16:45","61642","62668"
"11.04.2019 16:45 - 11.04.2019 17:00","61119","62441"
"11.04.2019 17:00 - 11.04.2019 17:15","61078","62826"
"11.04.2019 17:15 - 11.04.2019 17:30","61150","62910"
"11.04.2019 17:30 - 11.04.2019 17:45","61233","62963"
"11.04.2019 17:45 - 11.04.2019 18:00","61132","63090"
"11.04.2019 18:00 - 11.04.2019 18:15","60897","62997"
