"Time (CET)","Estonia (EE) > Finland (FI) [MW]","Finland (FI) > Estonia (EE) [MW]"
"07.10.2018 03:00 - 07.10.2018 04:00","0","26"
"07.10.2018 04:00 - 07.10.2018 05:00","0","164"
"07.10.2018 05:00 - 07.10.2018 06:00","0","222"
"07.10.2018 06:00 - 07.10.2018 07:00","0","289"
"07.10.2018 07:00 - 07.10.2018 08:00","0","368"
"07.10.2018 08:00 - 07.10.2018 09:00","0","325"
"07.10.2018 09:00 - 07.10.2018 10:00","0","390"
"07.10.2018 10:00 - 07.10.2018 11:00","0","458"
"07.10.2018 11:00 - 07.10.2018 12:00","0","569"
"07.10.2018 12:00 - 07.10.2018 13:00","0","454"
"07.10.2018 13:00 - 07.10.2018 14:00","0","544"
"07.10.2018 14:00 - 07.10.2018 15:00","0","339"
"07.10.2018 15:00 - 07.10.2018 16:00","0","408"
"07.10.2018 16:00 - 07.10.2018 17:00","0","421"
"07.10.2018 17:00 - 07.10.2018 18:00","0","711"
"07.10.2018 18:00 - 07.10.2018 19:00","0","733"
"07.10.2018 19:00 - 07.10.2018 20:00","0","721"
"07.10.2018 20:00 - 07.10.2018 21:00","0","699"
"07.10.2018 21:00 - 07.10.2018 22:00","0","616"
"07.10.2018 22:00 - 07.10.2018 23:00","0","108"
"07.10.2018 23:00 - 08.10.2018 00:00","32","0"
"08.10.2018 00:00 - 08.10.2018 01:00","0","313"
"08.10.2018 01:00 - 08.10.2018 02:00","0","196"
"08.10.2018 02:00 - 08.10.2018 03:00","N/A","N/A"
"08.10.2018 03:00 - 08.10.2018 04:00","0","235"
"08.10.2018 04:00 - 08.10.2018 05:00","0","406"
"08.10.2018 05:00 - 08.10.2018 06:00","0","893"
"08.10.2018 06:00 - 08.10.2018 07:00","0","959"
"08.10.2018 07:00 - 08.10.2018 08:00","0","816"
"08.10.2018 08:00 - 08.10.2018 09:00","0","843"
"08.10.2018 09:00 - 08.10.2018 10:00","0","825"
"08.10.2018 10:00 - 08.10.2018 11:00","0","789"
"08.10.2018 11:00 - 08.10.2018 12:00","0","752"
"08.10.2018 12:00 - 08.10.2018 13:00","0","742"
"08.10.2018 13:00 - 08.10.2018 14:00","0","693"
"08.10.2018 14:00 - 08.10.2018 15:00","0","667"
"08.10.2018 15:00 - 08.10.2018 16:00","0","603"
"08.10.2018 16:00 - 08.10.2018 17:00","0","450"
"08.10.2018 17:00 - 08.10.2018 18:00","0","491"
"08.10.2018 18:00 - 08.10.2018 19:00","0","546"
"08.10.2018 19:00 - 08.10.2018 20:00","0","521"
"08.10.2018 20:00 - 08.10.2018 21:00","0","539"
"08.10.2018 21:00 - 08.10.2018 22:00","0","420"
"08.10.2018 22:00 - 08.10.2018 23:00","0","318"
"08.10.2018 23:00 - 09.10.2018 00:00","0","5"
"09.10.2018 00:00 - 09.10.2018 01:00","0","260"
"09.10.2018 01:00 - 09.10.2018 02:00","0","44"
"09.10.2018 02:00 - 09.10.2018 03:00","N/A","N/A"
"09.10.2018 03:00 - 09.10.2018 04:00","0","121"
"09.10.2018 04:00 - 09.10.2018 05:00","0","351"
"09.10.2018 05:00 - 09.10.2018 06:00","0","473"
"09.10.2018 06:00 - 09.10.2018 07:00","0","496"
"09.10.2018 07:00 - 09.10.2018 08:00","0","542"
"09.10.2018 08:00 - 09.10.2018 09:00","0","550"
"09.10.2018 09:00 - 09.10.2018 10:00","0","674"
"09.10.2018 10:00 - 09.10.2018 11:00","0","650"
"09.10.2018 11:00 - 09.10.2018 12:00","0","664"
"09.10.2018 12:00 - 09.10.2018 13:00","0","705"
"09.10.2018 13:00 - 09.10.2018 14:00","0","675"
"09.10.2018 14:00 - 09.10.2018 15:00","0","684"
"09.10.2018 15:00 - 09.10.2018 16:00","0","646"
"09.10.2018 16:00 - 09.10.2018 17:00","0","566"
"09.10.2018 17:00 - 09.10.2018 18:00","0","630"
"09.10.2018 18:00 - 09.10.2018 19:00","0","592"
"09.10.2018 19:00 - 09.10.2018 20:00","0","528"
"09.10.2018 20:00 - 09.10.2018 21:00","0","601"
"09.10.2018 21:00 - 09.10.2018 22:00","0","482"
"09.10.2018 22:00 - 09.10.2018 23:00","0","412"
"09.10.2018 23:00 - 10.10.2018 00:00","0","404"
"10.10.2018 00:00 - 10.10.2018 01:00","0","375"
"10.10.2018 01:00 - 10.10.2018 02:00","0","199"
"10.10.2018 02:00 - 10.10.2018 03:00","N/A","N/A"
"10.10.2018 03:00 - 10.10.2018 04:00","0","331"
"10.10.2018 04:00 - 10.10.2018 05:00","0","420"
"10.10.2018 05:00 - 10.10.2018 06:00","0","374"
"10.10.2018 06:00 - 10.10.2018 07:00","0","525"
"10.10.2018 07:00 - 10.10.2018 08:00","0","577"
"10.10.2018 08:00 - 10.10.2018 09:00","0","530"
"10.10.2018 09:00 - 10.10.2018 10:00","0","653"
"10.10.2018 10:00 - 10.10.2018 11:00","0","716"
"10.10.2018 11:00 - 10.10.2018 12:00","0","708"
"10.10.2018 12:00 - 10.10.2018 13:00","0","720"
"10.10.2018 13:00 - 10.10.2018 14:00","0","707"
"10.10.2018 14:00 - 10.10.2018 15:00","0","749"
"10.10.2018 15:00 - 10.10.2018 16:00","0","741"
"10.10.2018 16:00 - 10.10.2018 17:00","0","726"
"10.10.2018 17:00 - 10.10.2018 18:00","0","667"
"10.10.2018 18:00 - 10.10.2018 19:00","0","685"
"10.10.2018 19:00 - 10.10.2018 20:00","0","682"
"10.10.2018 20:00 - 10.10.2018 21:00","0","623"
"10.10.2018 21:00 - 10.10.2018 22:00","0","551"
"10.10.2018 22:00 - 10.10.2018 23:00","0","466"
"10.10.2018 23:00 - 11.10.2018 00:00","0","439"
"11.10.2018 00:00 - 11.10.2018 01:00","0","529"
"11.10.2018 01:00 - 11.10.2018 02:00","0","485"
"11.10.2018 02:00 - 11.10.2018 03:00","N/A","N/A"
"11.10.2018 03:00 - 11.10.2018 04:00","0","597"
"11.10.2018 04:00 - 11.10.2018 05:00","0","566"
"11.10.2018 05:00 - 11.10.2018 06:00","0","560"
"11.10.2018 06:00 - 11.10.2018 07:00","0","647"
"11.10.2018 07:00 - 11.10.2018 08:00","0","677"
"11.10.2018 08:00 - 11.10.2018 09:00","0","686"
"11.10.2018 09:00 - 11.10.2018 10:00","0","689"
"11.10.2018 10:00 - 11.10.2018 11:00","0","666"
"11.10.2018 11:00 - 11.10.2018 12:00","0","633"
"11.10.2018 12:00 - 11.10.2018 13:00","0","663"
"11.10.2018 13:00 - 11.10.2018 14:00","0","634"
"11.10.2018 14:00 - 11.10.2018 15:00","0","610"
"11.10.2018 15:00 - 11.10.2018 16:00","0","576"
"11.10.2018 16:00 - 11.10.2018 17:00","0","556"
"11.10.2018 17:00 - 11.10.2018 18:00","0","565"
"11.10.2018 18:00 - 11.10.2018 19:00","0","587"
"11.10.2018 19:00 - 11.10.2018 20:00","0","586"
"11.10.2018 20:00 - 11.10.2018 21:00","0","589"
"11.10.2018 21:00 - 11.10.2018 22:00","0","503"
"11.10.2018 22:00 - 11.10.2018 23:00","0","393"
"11.10.2018 23:00 - 12.10.2018 00:00","0","16"
"12.10.2018 00:00 - 12.10.2018 01:00","0","18"
"12.10.2018 01:00 - 12.10.2018 02:00","12","0"
"12.10.2018 02:00 - 12.10.2018 03:00","N/A","N/A"
"12.10.2018 03:00 - 12.10.2018 04:00","17","0"
"12.10.2018 04:00 - 12.10.2018 05:00","4","0"
"12.10.2018 05:00 - 12.10.2018 06:00","0","298"
"12.10.2018 06:00 - 12.10.2018 07:00","0","413"
"12.10.2018 07:00 - 12.10.2018 08:00","0","493"
"12.10.2018 08:00 - 12.10.2018 09:00","0","561"
"12.10.2018 09:00 - 12.10.2018 10:00","0","542"
"12.10.2018 10:00 - 12.10.2018 11:00","0","546"
"12.10.2018 11:00 - 12.10.2018 12:00","0","531"
"12.10.2018 12:00 - 12.10.2018 13:00","0","531"
"12.10.2018 13:00 - 12.10.2018 14:00","0","504"
"12.10.2018 14:00 - 12.10.2018 15:00","0","460"
"12.10.2018 15:00 - 12.10.2018 16:00","0","437"
"12.10.2018 16:00 - 12.10.2018 17:00","0","377"
"12.10.2018 17:00 - 12.10.2018 18:00","0","399"
"12.10.2018 18:00 - 12.10.2018 19:00","0","381"
"12.10.2018 19:00 - 12.10.2018 20:00","0","376"
"12.10.2018 20:00 - 12.10.2018 21:00","0","436"
"12.10.2018 21:00 - 12.10.2018 22:00","0","490"
"12.10.2018 22:00 - 12.10.2018 23:00","0","425"
"12.10.2018 23:00 - 13.10.2018 00:00","0","373"
"13.10.2018 00:00 - 13.10.2018 01:00","0","432"
"13.10.2018 01:00 - 13.10.2018 02:00","0","596"
"13.10.2018 02:00 - 13.10.2018 03:00","N/A","N/A"
"13.10.2018 03:00 - 13.10.2018 04:00","0","617"
"13.10.2018 04:00 - 13.10.2018 05:00","0","603"
"13.10.2018 05:00 - 13.10.2018 06:00","0","642"
"13.10.2018 06:00 - 13.10.2018 07:00","0","619"
"13.10.2018 07:00 - 13.10.2018 08:00","0","597"
"13.10.2018 08:00 - 13.10.2018 09:00","0","613"
"13.10.2018 09:00 - 13.10.2018 10:00","0","593"
"13.10.2018 10:00 - 13.10.2018 11:00","0","598"
"13.10.2018 11:00 - 13.10.2018 12:00","0","606"
"13.10.2018 12:00 - 13.10.2018 13:00","0","665"
"13.10.2018 13:00 - 13.10.2018 14:00","0","697"
"13.10.2018 14:00 - 13.10.2018 15:00","0","636"
"13.10.2018 15:00 - 13.10.2018 16:00","0","647"
"13.10.2018 16:00 - 13.10.2018 17:00","0","658"
"13.10.2018 17:00 - 13.10.2018 18:00","0","613"
"13.10.2018 18:00 - 13.10.2018 19:00","0","665"
"13.10.2018 19:00 - 13.10.2018 20:00","0","631"
"13.10.2018 20:00 - 13.10.2018 21:00","0","625"
"13.10.2018 21:00 - 13.10.2018 22:00","0","669"
"13.10.2018 22:00 - 13.10.2018 23:00","0","386"
"13.10.2018 23:00 - 14.10.2018 00:00","0","480"
"14.10.2018 00:00 - 14.10.2018 01:00","0","628"
"14.10.2018 01:00 - 14.10.2018 02:00","0","595"
"14.10.2018 02:00 - 14.10.2018 03:00","N/A","N/A"
"14.10.2018 03:00 - 14.10.2018 04:00","0","371"
"14.10.2018 04:00 - 14.10.2018 05:00","0","409"
"14.10.2018 05:00 - 14.10.2018 06:00","0","419"
"14.10.2018 06:00 - 14.10.2018 07:00","0","588"
"14.10.2018 07:00 - 14.10.2018 08:00","0","740"
"14.10.2018 08:00 - 14.10.2018 09:00","0","812"
"14.10.2018 09:00 - 14.10.2018 10:00","0","841"
"14.10.2018 10:00 - 14.10.2018 11:00","0","853"
"14.10.2018 11:00 - 14.10.2018 12:00","0","857"
"14.10.2018 12:00 - 14.10.2018 13:00","0","769"
"14.10.2018 13:00 - 14.10.2018 14:00","0","738"
"14.10.2018 14:00 - 14.10.2018 15:00","0","716"
"14.10.2018 15:00 - 14.10.2018 16:00","0","822"
"14.10.2018 16:00 - 14.10.2018 17:00","0","827"
"14.10.2018 17:00 - 14.10.2018 18:00","0","665"
"14.10.2018 18:00 - 14.10.2018 19:00","0","763"
"14.10.2018 19:00 - 14.10.2018 20:00","0","782"
"14.10.2018 20:00 - 14.10.2018 21:00","0","762"
"14.10.2018 21:00 - 14.10.2018 22:00","0","762"
"14.10.2018 22:00 - 14.10.2018 23:00","0","479"
"14.10.2018 23:00 - 15.10.2018 00:00","0","378"
"15.10.2018 00:00 - 15.10.2018 01:00","0","349"
"15.10.2018 01:00 - 15.10.2018 02:00","0","341"
"15.10.2018 02:00 - 15.10.2018 03:00","N/A","N/A"
"15.10.2018 03:00 - 15.10.2018 04:00","0","361"
"15.10.2018 04:00 - 15.10.2018 05:00","0","123"
"15.10.2018 05:00 - 15.10.2018 06:00","0","156"
"15.10.2018 06:00 - 15.10.2018 07:00","0","572"
"15.10.2018 07:00 - 15.10.2018 08:00","0","650"
"15.10.2018 08:00 - 15.10.2018 09:00","0","706"
"15.10.2018 09:00 - 15.10.2018 10:00","0","735"
"15.10.2018 10:00 - 15.10.2018 11:00","0","751"
"15.10.2018 11:00 - 15.10.2018 12:00","0","670"
"15.10.2018 12:00 - 15.10.2018 13:00","0","674"
"15.10.2018 13:00 - 15.10.2018 14:00","0","661"
"15.10.2018 14:00 - 15.10.2018 15:00","0","634"
"15.10.2018 15:00 - 15.10.2018 16:00","0","601"
"15.10.2018 16:00 - 15.10.2018 17:00","0","556"
"15.10.2018 17:00 - 15.10.2018 18:00","0","540"
"15.10.2018 18:00 - 15.10.2018 19:00","0","539"
"15.10.2018 19:00 - 15.10.2018 20:00","0","549"
"15.10.2018 20:00 - 15.10.2018 21:00","0","556"
"15.10.2018 21:00 - 15.10.2018 22:00","0","387"
"15.10.2018 22:00 - 15.10.2018 23:00","0","316"
"15.10.2018 23:00 - 16.10.2018 00:00","0","113"
"16.10.2018 00:00 - 16.10.2018 01:00","25","0"
"16.10.2018 01:00 - 16.10.2018 02:00","5","0"
"16.10.2018 02:00 - 16.10.2018 03:00","N/A","N/A"
"16.10.2018 03:00 - 16.10.2018 04:00","0","171"
"16.10.2018 04:00 - 16.10.2018 05:00","0","349"
"16.10.2018 05:00 - 16.10.2018 06:00","0","429"
"16.10.2018 06:00 - 16.10.2018 07:00","0","562"
"16.10.2018 07:00 - 16.10.2018 08:00","0","605"
"16.10.2018 08:00 - 16.10.2018 09:00","0","665"
"16.10.2018 09:00 - 16.10.2018 10:00","0","681"
"16.10.2018 10:00 - 16.10.2018 11:00","0","708"
"16.10.2018 11:00 - 16.10.2018 12:00","0","698"
"16.10.2018 12:00 - 16.10.2018 13:00","0","724"
"16.10.2018 13:00 - 16.10.2018 14:00","0","719"
"16.10.2018 14:00 - 16.10.2018 15:00","0","730"
"16.10.2018 15:00 - 16.10.2018 16:00","0","697"
"16.10.2018 16:00 - 16.10.2018 17:00","0","696"
"16.10.2018 17:00 - 16.10.2018 18:00","0","684"
"16.10.2018 18:00 - 16.10.2018 19:00","0","736"
"16.10.2018 19:00 - 16.10.2018 20:00","0","700"
"16.10.2018 20:00 - 16.10.2018 21:00","0","680"
"16.10.2018 21:00 - 16.10.2018 22:00","0","558"
"16.10.2018 22:00 - 16.10.2018 23:00","0","481"
"16.10.2018 23:00 - 17.10.2018 00:00","0","253"
"17.10.2018 00:00 - 17.10.2018 01:00","0","128"
"17.10.2018 01:00 - 17.10.2018 02:00","0","74"
"17.10.2018 02:00 - 17.10.2018 03:00","N/A","N/A"
"17.10.2018 03:00 - 17.10.2018 04:00","0","118"
"17.10.2018 04:00 - 17.10.2018 05:00","0","357"
"17.10.2018 05:00 - 17.10.2018 06:00","0","501"
"17.10.2018 06:00 - 17.10.2018 07:00","0","510"
"17.10.2018 07:00 - 17.10.2018 08:00","0","569"
"17.10.2018 08:00 - 17.10.2018 09:00","0","608"
"17.10.2018 09:00 - 17.10.2018 10:00","0","598"
"17.10.2018 10:00 - 17.10.2018 11:00","0","576"
"17.10.2018 11:00 - 17.10.2018 12:00","0","537"
"17.10.2018 12:00 - 17.10.2018 13:00","0","573"
"17.10.2018 13:00 - 17.10.2018 14:00","0","517"
"17.10.2018 14:00 - 17.10.2018 15:00","0","516"
"17.10.2018 15:00 - 17.10.2018 16:00","0","517"
"17.10.2018 16:00 - 17.10.2018 17:00","0","717"
"17.10.2018 17:00 - 17.10.2018 18:00","0","719"
"17.10.2018 18:00 - 17.10.2018 19:00","0","750"
"17.10.2018 19:00 - 17.10.2018 20:00","0","709"
"17.10.2018 20:00 - 17.10.2018 21:00","0","677"
"17.10.2018 21:00 - 17.10.2018 22:00","0","578"
"17.10.2018 22:00 - 17.10.2018 23:00","0","483"
"17.10.2018 23:00 - 18.10.2018 00:00","0","399"
"18.10.2018 00:00 - 18.10.2018 01:00","0","390"
"18.10.2018 01:00 - 18.10.2018 02:00","0","336"
"18.10.2018 02:00 - 18.10.2018 03:00","N/A","N/A"
"18.10.2018 03:00 - 18.10.2018 04:00","0","255"
"18.10.2018 04:00 - 18.10.2018 05:00","0","556"
"18.10.2018 05:00 - 18.10.2018 06:00","0","628"
"18.10.2018 06:00 - 18.10.2018 07:00","0","532"
"18.10.2018 07:00 - 18.10.2018 08:00","0","703"
"18.10.2018 08:00 - 18.10.2018 09:00","0","616"
"18.10.2018 09:00 - 18.10.2018 10:00","0","705"
"18.10.2018 10:00 - 18.10.2018 11:00","0","665"
"18.10.2018 11:00 - 18.10.2018 12:00","0","693"
"18.10.2018 12:00 - 18.10.2018 13:00","0","650"
"18.10.2018 13:00 - 18.10.2018 14:00","0","690"
"18.10.2018 14:00 - 18.10.2018 15:00","0","687"
"18.10.2018 15:00 - 18.10.2018 16:00","0","641"
"18.10.2018 16:00 - 18.10.2018 17:00","0","639"
"18.10.2018 17:00 - 18.10.2018 18:00","0","712"
"18.10.2018 18:00 - 18.10.2018 19:00","0","815"
"18.10.2018 19:00 - 18.10.2018 20:00","0","730"
"18.10.2018 20:00 - 18.10.2018 21:00","0","688"
"18.10.2018 21:00 - 18.10.2018 22:00","0","671"
"18.10.2018 22:00 - 18.10.2018 23:00","0","593"
"18.10.2018 23:00 - 19.10.2018 00:00","0","542"
"19.10.2018 00:00 - 19.10.2018 01:00","0","524"
"19.10.2018 01:00 - 19.10.2018 02:00","0","511"
"19.10.2018 02:00 - 19.10.2018 03:00","N/A","N/A"
"19.10.2018 03:00 - 19.10.2018 04:00","0","523"
"19.10.2018 04:00 - 19.10.2018 05:00","0","549"
"19.10.2018 05:00 - 19.10.2018 06:00","0","661"
"19.10.2018 06:00 - 19.10.2018 07:00","0","777"
"19.10.2018 07:00 - 19.10.2018 08:00","0","792"
"19.10.2018 08:00 - 19.10.2018 09:00","0","866"
"19.10.2018 09:00 - 19.10.2018 10:00","0","862"
"19.10.2018 10:00 - 19.10.2018 11:00","0","848"
"19.10.2018 11:00 - 19.10.2018 12:00","0","842"
"19.10.2018 12:00 - 19.10.2018 13:00","0","859"
"19.10.2018 13:00 - 19.10.2018 14:00","0","778"
"19.10.2018 14:00 - 19.10.2018 15:00","0","743"
"19.10.2018 15:00 - 19.10.2018 16:00","0","747"
"19.10.2018 16:00 - 19.10.2018 17:00","0","716"
"19.10.2018 17:00 - 19.10.2018 18:00","0","753"
"19.10.2018 18:00 - 19.10.2018 19:00","0","762"
"19.10.2018 19:00 - 19.10.2018 20:00","0","729"
"19.10.2018 20:00 - 19.10.2018 21:00","0","733"
"19.10.2018 21:00 - 19.10.2018 22:00","0","637"
"19.10.2018 22:00 - 19.10.2018 23:00","0","580"
"19.10.2018 23:00 - 20.10.2018 00:00","0","470"
"20.10.2018 00:00 - 20.10.2018 01:00","0","365"
"20.10.2018 01:00 - 20.10.2018 02:00","0","267"
"20.10.2018 02:00 - 20.10.2018 03:00","N/A","N/A"
"20.10.2018 03:00 - 20.10.2018 04:00","0","208"
"20.10.2018 04:00 - 20.10.2018 05:00","0","342"
"20.10.2018 05:00 - 20.10.2018 06:00","0","583"
"20.10.2018 06:00 - 20.10.2018 07:00","0","560"
"20.10.2018 07:00 - 20.10.2018 08:00","0","648"
"20.10.2018 08:00 - 20.10.2018 09:00","0","673"
"20.10.2018 09:00 - 20.10.2018 10:00","0","671"
"20.10.2018 10:00 - 20.10.2018 11:00","0","717"
"20.10.2018 11:00 - 20.10.2018 12:00","0","714"
"20.10.2018 12:00 - 20.10.2018 13:00","0","717"
"20.10.2018 13:00 - 20.10.2018 14:00","0","718"
"20.10.2018 14:00 - 20.10.2018 15:00","0","710"
"20.10.2018 15:00 - 20.10.2018 16:00","0","692"
"20.10.2018 16:00 - 20.10.2018 17:00","0","720"
"20.10.2018 17:00 - 20.10.2018 18:00","0","754"
"20.10.2018 18:00 - 20.10.2018 19:00","0","802"
"20.10.2018 19:00 - 20.10.2018 20:00","0","777"
"20.10.2018 20:00 - 20.10.2018 21:00","0","707"
"20.10.2018 21:00 - 20.10.2018 22:00","0","639"
"20.10.2018 22:00 - 20.10.2018 23:00","0","504"
"20.10.2018 23:00 - 21.10.2018 00:00","0","68"
"21.10.2018 00:00 - 21.10.2018 01:00","0","560"
"21.10.2018 01:00 - 21.10.2018 02:00","0","521"
"21.10.2018 02:00 - 21.10.2018 03:00","N/A","N/A"
"21.10.2018 03:00 - 21.10.2018 04:00","0","99"
"21.10.2018 04:00 - 21.10.2018 05:00","0","207"
"21.10.2018 05:00 - 21.10.2018 06:00","0","648"
"21.10.2018 06:00 - 21.10.2018 07:00","0","682"
"21.10.2018 07:00 - 21.10.2018 08:00","0","785"
"21.10.2018 08:00 - 21.10.2018 09:00","0","887"
"21.10.2018 09:00 - 21.10.2018 10:00","0","916"
"21.10.2018 10:00 - 21.10.2018 11:00","0","859"
"21.10.2018 11:00 - 21.10.2018 12:00","0","862"
"21.10.2018 12:00 - 21.10.2018 13:00","0","860"
"21.10.2018 13:00 - 21.10.2018 14:00","0","829"
"21.10.2018 14:00 - 21.10.2018 15:00","0","803"
"21.10.2018 15:00 - 21.10.2018 16:00","0","752"
"21.10.2018 16:00 - 21.10.2018 17:00","0","745"
"21.10.2018 17:00 - 21.10.2018 18:00","0","827"
"21.10.2018 18:00 - 21.10.2018 19:00","0","862"
"21.10.2018 19:00 - 21.10.2018 20:00","0","786"
"21.10.2018 20:00 - 21.10.2018 21:00","0","700"
"21.10.2018 21:00 - 21.10.2018 22:00","0","496"
"21.10.2018 22:00 - 21.10.2018 23:00","0","233"
"21.10.2018 23:00 - 22.10.2018 00:00","0","143"
"22.10.2018 00:00 - 22.10.2018 01:00","0","179"
"22.10.2018 01:00 - 22.10.2018 02:00","0","144"
"22.10.2018 02:00 - 22.10.2018 03:00","N/A","N/A"
"22.10.2018 03:00 - 22.10.2018 04:00","0","157"
"22.10.2018 04:00 - 22.10.2018 05:00","0","213"
"22.10.2018 05:00 - 22.10.2018 06:00","0","275"
"22.10.2018 06:00 - 22.10.2018 07:00","0","420"
"22.10.2018 07:00 - 22.10.2018 08:00","0","753"
"22.10.2018 08:00 - 22.10.2018 09:00","0","850"
"22.10.2018 09:00 - 22.10.2018 10:00","0","873"
"22.10.2018 10:00 - 22.10.2018 11:00","0","891"
"22.10.2018 11:00 - 22.10.2018 12:00","0","865"
"22.10.2018 12:00 - 22.10.2018 13:00","0","935"
"22.10.2018 13:00 - 22.10.2018 14:00","0","972"
"22.10.2018 14:00 - 22.10.2018 15:00","0","966"
"22.10.2018 15:00 - 22.10.2018 16:00","0","890"
"22.10.2018 16:00 - 22.10.2018 17:00","0","854"
"22.10.2018 17:00 - 22.10.2018 18:00","0","917"
"22.10.2018 18:00 - 22.10.2018 19:00","0","912"
"22.10.2018 19:00 - 22.10.2018 20:00","0","876"
"22.10.2018 20:00 - 22.10.2018 21:00","0","818"
"22.10.2018 21:00 - 22.10.2018 22:00","0","546"
"22.10.2018 22:00 - 22.10.2018 23:00","0","216"
"22.10.2018 23:00 - 23.10.2018 00:00","0","331"
"23.10.2018 00:00 - 23.10.2018 01:00","0","305"
"23.10.2018 01:00 - 23.10.2018 02:00","0","325"
"23.10.2018 02:00 - 23.10.2018 03:00","N/A","N/A"
"23.10.2018 03:00 - 23.10.2018 04:00","0","113"
"23.10.2018 04:00 - 23.10.2018 05:00","48","0"
"23.10.2018 05:00 - 23.10.2018 06:00","14","0"
"23.10.2018 06:00 - 23.10.2018 07:00","0","263"
"23.10.2018 07:00 - 23.10.2018 08:00","0","825"
"23.10.2018 08:00 - 23.10.2018 09:00","0","869"
"23.10.2018 09:00 - 23.10.2018 10:00","0","820"
"23.10.2018 10:00 - 23.10.2018 11:00","0","804"
"23.10.2018 11:00 - 23.10.2018 12:00","0","790"
"23.10.2018 12:00 - 23.10.2018 13:00","0","816"
"23.10.2018 13:00 - 23.10.2018 14:00","0","751"
"23.10.2018 14:00 - 23.10.2018 15:00","0","761"
"23.10.2018 15:00 - 23.10.2018 16:00","0","804"
"23.10.2018 16:00 - 23.10.2018 17:00","0","794"
"23.10.2018 17:00 - 23.10.2018 18:00","0","656"
"23.10.2018 18:00 - 23.10.2018 19:00","0","575"
"23.10.2018 19:00 - 23.10.2018 20:00","0","565"
"23.10.2018 20:00 - 23.10.2018 21:00","0","800"
"23.10.2018 21:00 - 23.10.2018 22:00","0","223"
"23.10.2018 22:00 - 23.10.2018 23:00","0","17"
"23.10.2018 23:00 - 24.10.2018 00:00","2","0"
"24.10.2018 00:00 - 24.10.2018 01:00","5","0"
"24.10.2018 01:00 - 24.10.2018 02:00","180","0"
"24.10.2018 02:00 - 24.10.2018 03:00","N/A","N/A"
"24.10.2018 03:00 - 24.10.2018 04:00","115","0"
"24.10.2018 04:00 - 24.10.2018 05:00","250","0"
"24.10.2018 05:00 - 24.10.2018 06:00","50","0"
"24.10.2018 06:00 - 24.10.2018 07:00","54","0"
"24.10.2018 07:00 - 24.10.2018 08:00","0","289"
"24.10.2018 08:00 - 24.10.2018 09:00","0","720"
"24.10.2018 09:00 - 24.10.2018 10:00","0","649"
"24.10.2018 10:00 - 24.10.2018 11:00","0","685"
"24.10.2018 11:00 - 24.10.2018 12:00","0","693"
"24.10.2018 12:00 - 24.10.2018 13:00","0","759"
"24.10.2018 13:00 - 24.10.2018 14:00","0","690"
"24.10.2018 14:00 - 24.10.2018 15:00","0","673"
"24.10.2018 15:00 - 24.10.2018 16:00","0","575"
"24.10.2018 16:00 - 24.10.2018 17:00","0","562"
"24.10.2018 17:00 - 24.10.2018 18:00","0","542"
"24.10.2018 18:00 - 24.10.2018 19:00","0","312"
"24.10.2018 19:00 - 24.10.2018 20:00","0","455"
"24.10.2018 20:00 - 24.10.2018 21:00","0","721"
"24.10.2018 21:00 - 24.10.2018 22:00","0","626"
"24.10.2018 22:00 - 24.10.2018 23:00","0","492"
"24.10.2018 23:00 - 25.10.2018 00:00","0","165"
"25.10.2018 00:00 - 25.10.2018 01:00","0","57"
"25.10.2018 01:00 - 25.10.2018 02:00","0","49"
"25.10.2018 02:00 - 25.10.2018 03:00","N/A","N/A"
"25.10.2018 03:00 - 25.10.2018 04:00","0","48"
"25.10.2018 04:00 - 25.10.2018 05:00","0","42"
"25.10.2018 05:00 - 25.10.2018 06:00","0","27"
"25.10.2018 06:00 - 25.10.2018 07:00","0","86"
"25.10.2018 07:00 - 25.10.2018 08:00","0","433"
"25.10.2018 08:00 - 25.10.2018 09:00","0","570"
"25.10.2018 09:00 - 25.10.2018 10:00","0","629"
"25.10.2018 10:00 - 25.10.2018 11:00","0","479"
"25.10.2018 11:00 - 25.10.2018 12:00","0","614"
"25.10.2018 12:00 - 25.10.2018 13:00","0","724"
"25.10.2018 13:00 - 25.10.2018 14:00","0","748"
"25.10.2018 14:00 - 25.10.2018 15:00","0","730"
"25.10.2018 15:00 - 25.10.2018 16:00","0","700"
"25.10.2018 16:00 - 25.10.2018 17:00","0","771"
"25.10.2018 17:00 - 25.10.2018 18:00","0","705"
"25.10.2018 18:00 - 25.10.2018 19:00","0","518"
"25.10.2018 19:00 - 25.10.2018 20:00","0","663"
"25.10.2018 20:00 - 25.10.2018 21:00","0","789"
"25.10.2018 21:00 - 25.10.2018 22:00","0","799"
"25.10.2018 22:00 - 25.10.2018 23:00","0","246"
"25.10.2018 23:00 - 26.10.2018 00:00","0","5"
"26.10.2018 00:00 - 26.10.2018 01:00","9","0"
"26.10.2018 01:00 - 26.10.2018 02:00","0","3"
"26.10.2018 02:00 - 26.10.2018 03:00","N/A","N/A"
"26.10.2018 03:00 - 26.10.2018 04:00","0","26"
"26.10.2018 04:00 - 26.10.2018 05:00","0","21"
"26.10.2018 05:00 - 26.10.2018 06:00","0","325"
"26.10.2018 06:00 - 26.10.2018 07:00","0","551"
"26.10.2018 07:00 - 26.10.2018 08:00","0","769"
"26.10.2018 08:00 - 26.10.2018 09:00","0","835"
