"Time (CET)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"25.04.2019 23:30 - 25.04.2019 23:45","6132","5866"
"25.04.2019 23:45 - 26.04.2019 00:00","6048","5816"
"26.04.2019 00:00 - 26.04.2019 00:15","5912","5929"
"26.04.2019 00:15 - 26.04.2019 00:30","5808","5823"
"26.04.2019 00:30 - 26.04.2019 00:45","5720","5730"
"26.04.2019 00:45 - 26.04.2019 01:00","5632","5646"
"26.04.2019 01:00 - 26.04.2019 01:15","5624","5639"
"26.04.2019 01:15 - 26.04.2019 01:30","5552","5567"
"26.04.2019 01:30 - 26.04.2019 01:45","5488","5513"
"26.04.2019 01:45 - 26.04.2019 02:00","5428","5447"
"26.04.2019 02:00 - 26.04.2019 02:15","5488","5570"
"26.04.2019 02:15 - 26.04.2019 02:30","5440","5532"
"26.04.2019 02:30 - 26.04.2019 02:45","5396","5479"
"26.04.2019 02:45 - 26.04.2019 03:00","5356","5434"
"26.04.2019 03:00 - 26.04.2019 03:15","5364","5423"
"26.04.2019 03:15 - 26.04.2019 03:30","5340","5388"
"26.04.2019 03:30 - 26.04.2019 03:45","5332","5376"
"26.04.2019 03:45 - 26.04.2019 04:00","5348","5386"
"26.04.2019 04:00 - 26.04.2019 04:15","5400","5434"
"26.04.2019 04:15 - 26.04.2019 04:30","5428","5468"
"26.04.2019 04:30 - 26.04.2019 04:45","5504","5542"
"26.04.2019 04:45 - 26.04.2019 05:00","5608","5635"
"26.04.2019 05:00 - 26.04.2019 05:15","5808","5828"
"26.04.2019 05:15 - 26.04.2019 05:30","5980","5939"
"26.04.2019 05:30 - 26.04.2019 05:45","6184","6133"
"26.04.2019 05:45 - 26.04.2019 06:00","6412","6352"
"26.04.2019 06:00 - 26.04.2019 06:15","6748","6720"
"26.04.2019 06:15 - 26.04.2019 06:30","7004","6989"
"26.04.2019 06:30 - 26.04.2019 06:45","7200","7188"
"26.04.2019 06:45 - 26.04.2019 07:00","7380","7369"
"26.04.2019 07:00 - 26.04.2019 07:15","7660","7662"
"26.04.2019 07:15 - 26.04.2019 07:30","7788","7783"
"26.04.2019 07:30 - 26.04.2019 07:45","7884","7876"
"26.04.2019 07:45 - 26.04.2019 08:00","7960","7949"
"26.04.2019 08:00 - 26.04.2019 08:15","8036","8023"
"26.04.2019 08:15 - 26.04.2019 08:30","8060","8058"
"26.04.2019 08:30 - 26.04.2019 08:45","8076","8082"
"26.04.2019 08:45 - 26.04.2019 09:00","8076","8089"
"26.04.2019 09:00 - 26.04.2019 09:15","8008","8042"
"26.04.2019 09:15 - 26.04.2019 09:30","8012","8047"
"26.04.2019 09:30 - 26.04.2019 09:45","8020","8059"
"26.04.2019 09:45 - 26.04.2019 10:00","8004","8046"
"26.04.2019 10:00 - 26.04.2019 10:15","7976","8046"
"26.04.2019 10:15 - 26.04.2019 10:30","7972","8051"
"26.04.2019 10:30 - 26.04.2019 10:45","7972","8048"
"26.04.2019 10:45 - 26.04.2019 11:00","7984","8052"
"26.04.2019 11:00 - 26.04.2019 11:15","7984","8081"
"26.04.2019 11:15 - 26.04.2019 11:30","7992","8097"
"26.04.2019 11:30 - 26.04.2019 11:45","7988","8075"
"26.04.2019 11:45 - 26.04.2019 12:00","7936","8029"
"26.04.2019 12:00 - 26.04.2019 12:15","7840","7929"
"26.04.2019 12:15 - 26.04.2019 12:30","7740","7820"
"26.04.2019 12:30 - 26.04.2019 12:45","7688","7762"
"26.04.2019 12:45 - 26.04.2019 13:00","7668","7719"
"26.04.2019 13:00 - 26.04.2019 13:15","7684","7685"
"26.04.2019 13:15 - 26.04.2019 13:30","7656","7636"
"26.04.2019 13:30 - 26.04.2019 13:45","7620","7615"
"26.04.2019 13:45 - 26.04.2019 14:00","7576","7571"
"26.04.2019 14:00 - 26.04.2019 14:15","7548","7542"
"26.04.2019 14:15 - 26.04.2019 14:30","7536","7520"
"26.04.2019 14:30 - 26.04.2019 14:45","7508","7499"
"26.04.2019 14:45 - 26.04.2019 15:00","7480","7475"
"26.04.2019 15:00 - 26.04.2019 15:15","7472","7475"
"26.04.2019 15:15 - 26.04.2019 15:30","7456","7464"
"26.04.2019 15:30 - 26.04.2019 15:45","7440","7448"
"26.04.2019 15:45 - 26.04.2019 16:00","7428","7440"
"26.04.2019 16:00 - 26.04.2019 16:15","7428","7436"
"26.04.2019 16:15 - 26.04.2019 16:30","7420","7441"
"26.04.2019 16:30 - 26.04.2019 16:45","7412","7459"
"26.04.2019 16:45 - 26.04.2019 17:00","7420","7480"
"26.04.2019 17:00 - 26.04.2019 17:15","7424","7470"
"26.04.2019 17:15 - 26.04.2019 17:30","7464","7499"
"26.04.2019 17:30 - 26.04.2019 17:45","7516","7540"
"26.04.2019 17:45 - 26.04.2019 18:00","7552","7572"
"26.04.2019 18:00 - 26.04.2019 18:15","7556","7524"
"26.04.2019 18:15 - 26.04.2019 18:30","7564","7543"
"26.04.2019 18:30 - 26.04.2019 18:45","7592","7542"
"26.04.2019 18:45 - 26.04.2019 19:00","7604","7526"
"26.04.2019 19:00 - 26.04.2019 19:15","7516","7412"
"26.04.2019 19:15 - 26.04.2019 19:30","7492","7378"
"26.04.2019 19:30 - 26.04.2019 19:45","7500","7351"
"26.04.2019 19:45 - 26.04.2019 20:00","7508","7327"
"26.04.2019 20:00 - 26.04.2019 20:15","7488","7290"
"26.04.2019 20:15 - 26.04.2019 20:30","7432","7253"
"26.04.2019 20:30 - 26.04.2019 20:45","7356","7196"
"26.04.2019 20:45 - 26.04.2019 21:00","7236","7082"
"26.04.2019 21:00 - 26.04.2019 21:15","7088","6960"
"26.04.2019 21:15 - 26.04.2019 21:30","6940","6818"
"26.04.2019 21:30 - 26.04.2019 21:45","6796","6667"
"26.04.2019 21:45 - 26.04.2019 22:00","6668","6536"
"26.04.2019 22:00 - 26.04.2019 22:15","6736","6612"
"26.04.2019 22:15 - 26.04.2019 22:30","6660","6542"
"26.04.2019 22:30 - 26.04.2019 22:45","6512","6396"
"26.04.2019 22:45 - 26.04.2019 23:00","6376","6260"
"26.04.2019 23:00 - 26.04.2019 23:15","6284","6172"
"26.04.2019 23:15 - 26.04.2019 23:30","6132","6018"
"26.04.2019 23:30 - 26.04.2019 23:45","6000","5882"
"26.04.2019 23:45 - 27.04.2019 00:00","5940","5782"
"27.04.2019 00:00 - 27.04.2019 00:15","5864","5945"
"27.04.2019 00:15 - 27.04.2019 00:30","5752","5817"
"27.04.2019 00:30 - 27.04.2019 00:45","5644","5734"
"27.04.2019 00:45 - 27.04.2019 01:00","5544","5653"
"27.04.2019 01:00 - 27.04.2019 01:15","5524","5630"
"27.04.2019 01:15 - 27.04.2019 01:30","5436","5544"
"27.04.2019 01:30 - 27.04.2019 01:45","5356","5457"
"27.04.2019 01:45 - 27.04.2019 02:00","5296","5392"
"27.04.2019 02:00 - 27.04.2019 02:15","5344","5439"
"27.04.2019 02:15 - 27.04.2019 02:30","5292","5383"
"27.04.2019 02:30 - 27.04.2019 02:45","5236","5322"
"27.04.2019 02:45 - 27.04.2019 03:00","5176","5272"
"27.04.2019 03:00 - 27.04.2019 03:15","5148","5242"
"27.04.2019 03:15 - 27.04.2019 03:30","5112","5214"
"27.04.2019 03:30 - 27.04.2019 03:45","5080","5172"
"27.04.2019 03:45 - 27.04.2019 04:00","5072","5161"
"27.04.2019 04:00 - 27.04.2019 04:15","5092","5172"
"27.04.2019 04:15 - 27.04.2019 04:30","5096","5164"
"27.04.2019 04:30 - 27.04.2019 04:45","5120","5184"
"27.04.2019 04:45 - 27.04.2019 05:00","5156","5228"
"27.04.2019 05:00 - 27.04.2019 05:15","5248","5302"
"27.04.2019 05:15 - 27.04.2019 05:30","5324","5372"
"27.04.2019 05:30 - 27.04.2019 05:45","5400","5455"
"27.04.2019 05:45 - 27.04.2019 06:00","5480","5516"
"27.04.2019 06:00 - 27.04.2019 06:15","5564","5596"
"27.04.2019 06:15 - 27.04.2019 06:30","5668","5692"
"27.04.2019 06:30 - 27.04.2019 06:45","5768","5789"
"27.04.2019 06:45 - 27.04.2019 07:00","5864","5893"
"27.04.2019 07:00 - 27.04.2019 07:15","6076","6050"
"27.04.2019 07:15 - 27.04.2019 07:30","6176","6156"
"27.04.2019 07:30 - 27.04.2019 07:45","6272","6260"
"27.04.2019 07:45 - 27.04.2019 08:00","6372","6355"
"27.04.2019 08:00 - 27.04.2019 08:15","6476","6482"
"27.04.2019 08:15 - 27.04.2019 08:30","6544","6555"
"27.04.2019 08:30 - 27.04.2019 08:45","6616","6626"
"27.04.2019 08:45 - 27.04.2019 09:00","6676","6691"
"27.04.2019 09:00 - 27.04.2019 09:15","6724","6734"
"27.04.2019 09:15 - 27.04.2019 09:30","6748","6771"
"27.04.2019 09:30 - 27.04.2019 09:45","6768","6792"
"27.04.2019 09:45 - 27.04.2019 10:00","6776","6807"
"27.04.2019 10:00 - 27.04.2019 10:15","6784","6824"
"27.04.2019 10:15 - 27.04.2019 10:30","6780","6826"
"27.04.2019 10:30 - 27.04.2019 10:45","6788","6856"
"27.04.2019 10:45 - 27.04.2019 11:00","6796","6852"
"27.04.2019 11:00 - 27.04.2019 11:15","6804","6868"
"27.04.2019 11:15 - 27.04.2019 11:30","6820","6886"
"27.04.2019 11:30 - 27.04.2019 11:45","6812","6886"
"27.04.2019 11:45 - 27.04.2019 12:00","6756","6845"
"27.04.2019 12:00 - 27.04.2019 12:15","6696","6768"
"27.04.2019 12:15 - 27.04.2019 12:30","6584","6690"
"27.04.2019 12:30 - 27.04.2019 12:45","6492","6608"
"27.04.2019 12:45 - 27.04.2019 13:00","6432","6568"
"27.04.2019 13:00 - 27.04.2019 13:15","6416","6511"
"27.04.2019 13:15 - 27.04.2019 13:30","6368","6465"
"27.04.2019 13:30 - 27.04.2019 13:45","6312","6427"
"27.04.2019 13:45 - 27.04.2019 14:00","6256","6369"
"27.04.2019 14:00 - 27.04.2019 14:15","6232","6415"
"27.04.2019 14:15 - 27.04.2019 14:30","6196","6375"
"27.04.2019 14:30 - 27.04.2019 14:45","6192","6365"
"27.04.2019 14:45 - 27.04.2019 15:00","6156","6338"
"27.04.2019 15:00 - 27.04.2019 15:15","6168","6349"
"27.04.2019 15:15 - 27.04.2019 15:30","6140","6309"
"27.04.2019 15:30 - 27.04.2019 15:45","6148","6316"
"27.04.2019 15:45 - 27.04.2019 16:00","6148","6312"
"27.04.2019 16:00 - 27.04.2019 16:15","6144","6308"
"27.04.2019 16:15 - 27.04.2019 16:30","6144","6314"
"27.04.2019 16:30 - 27.04.2019 16:45","6180","6344"
"27.04.2019 16:45 - 27.04.2019 17:00","6228","6366"
"27.04.2019 17:00 - 27.04.2019 17:15","6264","6406"
"27.04.2019 17:15 - 27.04.2019 17:30","6312","6346"
"27.04.2019 17:30 - 27.04.2019 17:45","6368","6411"
"27.04.2019 17:45 - 27.04.2019 18:00","6420","6454"
"27.04.2019 18:00 - 27.04.2019 18:15","6456","6453"
"27.04.2019 18:15 - 27.04.2019 18:30","6444","6448"
"27.04.2019 18:30 - 27.04.2019 18:45","6452","6454"
"27.04.2019 18:45 - 27.04.2019 19:00","6472","6473"
"27.04.2019 19:00 - 27.04.2019 19:15","6396","6414"
"27.04.2019 19:15 - 27.04.2019 19:30","6404","6413"
"27.04.2019 19:30 - 27.04.2019 19:45","6416","6432"
"27.04.2019 19:45 - 27.04.2019 20:00","6424","6434"
"27.04.2019 20:00 - 27.04.2019 20:15","6432","6415"
"27.04.2019 20:15 - 27.04.2019 20:30","6400","6406"
"27.04.2019 20:30 - 27.04.2019 20:45","6352","6374"
"27.04.2019 20:45 - 27.04.2019 21:00","6268","6310"
"27.04.2019 21:00 - 27.04.2019 21:15","6156","6200"
"27.04.2019 21:15 - 27.04.2019 21:30","6052","6094"
"27.04.2019 21:30 - 27.04.2019 21:45","5948","6009"
"27.04.2019 21:45 - 27.04.2019 22:00","5888","5945"
"27.04.2019 22:00 - 27.04.2019 22:15","6012","6063"
"27.04.2019 22:15 - 27.04.2019 22:30","5972","6028"
"27.04.2019 22:30 - 27.04.2019 22:45","5844","5893"
"27.04.2019 22:45 - 27.04.2019 23:00","5736","5796"
"27.04.2019 23:00 - 27.04.2019 23:15","5652","5731"
"27.04.2019 23:15 - 27.04.2019 23:30","5536","5618"
"27.04.2019 23:30 - 27.04.2019 23:45","5416","5495"
"27.04.2019 23:45 - 28.04.2019 00:00","5332","5418"
"28.04.2019 00:00 - 28.04.2019 00:15","5328","5436"
"28.04.2019 00:15 - 28.04.2019 00:30","5224","5350"
"28.04.2019 00:30 - 28.04.2019 00:45","5140","5258"
"28.04.2019 00:45 - 28.04.2019 01:00","5060","5180"
"28.04.2019 01:00 - 28.04.2019 01:15","5044","5161"
"28.04.2019 01:15 - 28.04.2019 01:30","4952","5082"
"28.04.2019 01:30 - 28.04.2019 01:45","4880","5015"
"28.04.2019 01:45 - 28.04.2019 02:00","4820","4956"
"28.04.2019 02:00 - 28.04.2019 02:15","4916","5057"
"28.04.2019 02:15 - 28.04.2019 02:30","4868","5018"
"28.04.2019 02:30 - 28.04.2019 02:45","4800","4948"
"28.04.2019 02:45 - 28.04.2019 03:00","4760","4892"
"28.04.2019 03:00 - 28.04.2019 03:15","4728","4858"
"28.04.2019 03:15 - 28.04.2019 03:30","4696","4829"
"28.04.2019 03:30 - 28.04.2019 03:45","4672","4802"
"28.04.2019 03:45 - 28.04.2019 04:00","4664","4788"
"28.04.2019 04:00 - 28.04.2019 04:15","4676","4781"
"28.04.2019 04:15 - 28.04.2019 04:30","4680","4776"
"28.04.2019 04:30 - 28.04.2019 04:45","4700","4806"
"28.04.2019 04:45 - 28.04.2019 05:00","4728","4835"
"28.04.2019 05:00 - 28.04.2019 05:15","4800","4864"
"28.04.2019 05:15 - 28.04.2019 05:30","4836","4902"
"28.04.2019 05:30 - 28.04.2019 05:45","4876","4935"
"28.04.2019 05:45 - 28.04.2019 06:00","4896","4950"
"28.04.2019 06:00 - 28.04.2019 06:15","4940","4976"
"28.04.2019 06:15 - 28.04.2019 06:30","4992","5022"
"28.04.2019 06:30 - 28.04.2019 06:45","5056","5080"
"28.04.2019 06:45 - 28.04.2019 07:00","5120","5150"
"28.04.2019 07:00 - 28.04.2019 07:15","5296","5314"
"28.04.2019 07:15 - 28.04.2019 07:30","5368","5394"
"28.04.2019 07:30 - 28.04.2019 07:45","5452","5477"
"28.04.2019 07:45 - 28.04.2019 08:00","5528","5551"
"28.04.2019 08:00 - 28.04.2019 08:15","5624","5660"
"28.04.2019 08:15 - 28.04.2019 08:30","5688","5698"
"28.04.2019 08:30 - 28.04.2019 08:45","5756","5776"
"28.04.2019 08:45 - 28.04.2019 09:00","5816","5833"
"28.04.2019 09:00 - 28.04.2019 09:15","5880","5887"
"28.04.2019 09:15 - 28.04.2019 09:30","5920","5940"
"28.04.2019 09:30 - 28.04.2019 09:45","5956","5991"
"28.04.2019 09:45 - 28.04.2019 10:00","5992","6032"
"28.04.2019 10:00 - 28.04.2019 10:15","6028","6107"
"28.04.2019 10:15 - 28.04.2019 10:30","6056","6152"
"28.04.2019 10:30 - 28.04.2019 10:45","6084","6197"
"28.04.2019 10:45 - 28.04.2019 11:00","6120","6242"
"28.04.2019 11:00 - 28.04.2019 11:15","6156","6362"
"28.04.2019 11:15 - 28.04.2019 11:30","6192","6406"
"28.04.2019 11:30 - 28.04.2019 11:45","6180","6406"
"28.04.2019 11:45 - 28.04.2019 12:00","6112","6357"
"28.04.2019 12:00 - 28.04.2019 12:15","6064","6280"
"28.04.2019 12:15 - 28.04.2019 12:30","5960","6173"
"28.04.2019 12:30 - 28.04.2019 12:45","5876","6090"
"28.04.2019 12:45 - 28.04.2019 13:00","5812","6033"
"28.04.2019 13:00 - 28.04.2019 13:15","5768","5979"
"28.04.2019 13:15 - 28.04.2019 13:30","5708","5947"
"28.04.2019 13:30 - 28.04.2019 13:45","5664","5916"
"28.04.2019 13:45 - 28.04.2019 14:00","5608","5865"
"28.04.2019 14:00 - 28.04.2019 14:15","5580","5851"
"28.04.2019 14:15 - 28.04.2019 14:30","5540","5809"
"28.04.2019 14:30 - 28.04.2019 14:45","5500","5783"
"28.04.2019 14:45 - 28.04.2019 15:00","5468","5734"
"28.04.2019 15:00 - 28.04.2019 15:15","5468","5730"
"28.04.2019 15:15 - 28.04.2019 15:30","5460","5728"
"28.04.2019 15:30 - 28.04.2019 15:45","5464","5740"
"28.04.2019 15:45 - 28.04.2019 16:00","5468","5750"
"28.04.2019 16:00 - 28.04.2019 16:15","5488","5776"
"28.04.2019 16:15 - 28.04.2019 16:30","5504","5812"
"28.04.2019 16:30 - 28.04.2019 16:45","5544","5867"
"28.04.2019 16:45 - 28.04.2019 17:00","5604","5922"
"28.04.2019 17:00 - 28.04.2019 17:15","5676","5989"
"28.04.2019 17:15 - 28.04.2019 17:30","5752","6053"
"28.04.2019 17:30 - 28.04.2019 17:45","5824","6064"
"28.04.2019 17:45 - 28.04.2019 18:00","5904","6145"
"28.04.2019 18:00 - 28.04.2019 18:15","5984","6249"
"28.04.2019 18:15 - 28.04.2019 18:30","6044","6248"
"28.04.2019 18:30 - 28.04.2019 18:45","6092","6290"
"28.04.2019 18:45 - 28.04.2019 19:00","6152","6329"
"28.04.2019 19:00 - 28.04.2019 19:15","6112","6288"
"28.04.2019 19:15 - 28.04.2019 19:30","6156","6302"
"28.04.2019 19:30 - 28.04.2019 19:45","6208","6322"
"28.04.2019 19:45 - 28.04.2019 20:00","6256","6337"
"28.04.2019 20:00 - 28.04.2019 20:15","6296","6364"
"28.04.2019 20:15 - 28.04.2019 20:30","6276","6352"
"28.04.2019 20:30 - 28.04.2019 20:45","6248","6336"
"28.04.2019 20:45 - 28.04.2019 21:00","6184","6280"
"28.04.2019 21:00 - 28.04.2019 21:15","6096","6182"
"28.04.2019 21:15 - 28.04.2019 21:30","6020","6097"
"28.04.2019 21:30 - 28.04.2019 21:45","5948","6023"
"28.04.2019 21:45 - 28.04.2019 22:00","5912","5998"
"28.04.2019 22:00 - 28.04.2019 22:15","6108","6202"
"28.04.2019 22:15 - 28.04.2019 22:30","6072","6167"
"28.04.2019 22:30 - 28.04.2019 22:45","5960","6060"
"28.04.2019 22:45 - 28.04.2019 23:00","5876","5988"
"28.04.2019 23:00 - 28.04.2019 23:15","5816","5996"
"28.04.2019 23:15 - 28.04.2019 23:30","5692","5874"
"28.04.2019 23:30 - 28.04.2019 23:45","5580","5767"
"28.04.2019 23:45 - 29.04.2019 00:00","5520","5704"
"29.04.2019 00:00 - 29.04.2019 00:15","5764","5798"
"29.04.2019 00:15 - 29.04.2019 00:30","5668","5605"
"29.04.2019 00:30 - 29.04.2019 00:45","5576","5520"
"29.04.2019 00:45 - 29.04.2019 01:00","5496","5450"
"29.04.2019 01:00 - 29.04.2019 01:15","5488","5454"
"29.04.2019 01:15 - 29.04.2019 01:30","5416","5392"
"29.04.2019 01:30 - 29.04.2019 01:45","5356","5339"
"29.04.2019 01:45 - 29.04.2019 02:00","5296","5293"
"29.04.2019 02:00 - 29.04.2019 02:15","5348","5362"
"29.04.2019 02:15 - 29.04.2019 02:30","5300","5314"
"29.04.2019 02:30 - 29.04.2019 02:45","5256","5264"
"29.04.2019 02:45 - 29.04.2019 03:00","5212","5225"
"29.04.2019 03:00 - 29.04.2019 03:15","5196","5242"
"29.04.2019 03:15 - 29.04.2019 03:30","5172","5231"
"29.04.2019 03:30 - 29.04.2019 03:45","5164","5204"
"29.04.2019 03:45 - 29.04.2019 04:00","5180","5214"
"29.04.2019 04:00 - 29.04.2019 04:15","5232","5271"
"29.04.2019 04:15 - 29.04.2019 04:30","5272","5328"
"29.04.2019 04:30 - 29.04.2019 04:45","5356","5417"
"29.04.2019 04:45 - 29.04.2019 05:00","5460","5537"
"29.04.2019 05:00 - 29.04.2019 05:15","5676","5773"
"29.04.2019 05:15 - 29.04.2019 05:30","5848","5956"
"29.04.2019 05:30 - 29.04.2019 05:45","6064","6173"
"29.04.2019 05:45 - 29.04.2019 06:00","6300","6423"
"29.04.2019 06:00 - 29.04.2019 06:15","6660","6772"
"29.04.2019 06:15 - 29.04.2019 06:30","6920","7038"
"29.04.2019 06:30 - 29.04.2019 06:45","7124","7262"
"29.04.2019 06:45 - 29.04.2019 07:00","7300","7452"
"29.04.2019 07:00 - 29.04.2019 07:15","7584","7744"
"29.04.2019 07:15 - 29.04.2019 07:30","7712","7877"
"29.04.2019 07:30 - 29.04.2019 07:45","7804","7994"
"29.04.2019 07:45 - 29.04.2019 08:00","7872","8070"
"29.04.2019 08:00 - 29.04.2019 08:15","7952","8155"
"29.04.2019 08:15 - 29.04.2019 08:30","7972","8190"
"29.04.2019 08:30 - 29.04.2019 08:45","7984","8211"
"29.04.2019 08:45 - 29.04.2019 09:00","7976","8204"
"29.04.2019 09:00 - 29.04.2019 09:15","7896","8145"
"29.04.2019 09:15 - 29.04.2019 09:30","7900","8162"
"29.04.2019 09:30 - 29.04.2019 09:45","7904","8194"
"29.04.2019 09:45 - 29.04.2019 10:00","7896","8202"
"29.04.2019 10:00 - 29.04.2019 10:15","7868","8181"
"29.04.2019 10:15 - 29.04.2019 10:30","7868","8192"
"29.04.2019 10:30 - 29.04.2019 10:45","7876","8197"
"29.04.2019 10:45 - 29.04.2019 11:00","7892","8211"
"29.04.2019 11:00 - 29.04.2019 11:15","7888","8212"
"29.04.2019 11:15 - 29.04.2019 11:30","7896","8232"
"29.04.2019 11:30 - 29.04.2019 11:45","7904","8224"
"29.04.2019 11:45 - 29.04.2019 12:00","7860","8177"
"29.04.2019 12:00 - 29.04.2019 12:15","7756","8061"
"29.04.2019 12:15 - 29.04.2019 12:30","7656","7974"
"29.04.2019 12:30 - 29.04.2019 12:45","7620","7942"
"29.04.2019 12:45 - 29.04.2019 13:00","7620","7942"
"29.04.2019 13:00 - 29.04.2019 13:15","7644","7970"
"29.04.2019 13:15 - 29.04.2019 13:30","7632","7958"
"29.04.2019 13:30 - 29.04.2019 13:45","7600","7915"
"29.04.2019 13:45 - 29.04.2019 14:00","7560","7876"
"29.04.2019 14:00 - 29.04.2019 14:15","7536","7870"
"29.04.2019 14:15 - 29.04.2019 14:30","7528","7861"
"29.04.2019 14:30 - 29.04.2019 14:45","7508","7831"
"29.04.2019 14:45 - 29.04.2019 15:00","7484","7824"
"29.04.2019 15:00 - 29.04.2019 15:15","7488","7818"
"29.04.2019 15:15 - 29.04.2019 15:30","7476","7805"
"29.04.2019 15:30 - 29.04.2019 15:45","7464","7796"
"29.04.2019 15:45 - 29.04.2019 16:00","7452","7770"
"29.04.2019 16:00 - 29.04.2019 16:15","7440","7752"
"29.04.2019 16:15 - 29.04.2019 16:30","7436","7762"
"29.04.2019 16:30 - 29.04.2019 16:45","7428","7752"
"29.04.2019 16:45 - 29.04.2019 17:00","7432","7748"
"29.04.2019 17:00 - 29.04.2019 17:15","7436","7749"
"29.04.2019 17:15 - 29.04.2019 17:30","7476","7782"
"29.04.2019 17:30 - 29.04.2019 17:45","7524","7817"
"29.04.2019 17:45 - 29.04.2019 18:00","7556","7860"
"29.04.2019 18:00 - 29.04.2019 18:15","7540","7835"
"29.04.2019 18:15 - 29.04.2019 18:30","7568","7868"
"29.04.2019 18:30 - 29.04.2019 18:45","7588","7879"
"29.04.2019 18:45 - 29.04.2019 19:00","7592","7885"
"29.04.2019 19:00 - 29.04.2019 19:15","7500","7804"
"29.04.2019 19:15 - 29.04.2019 19:30","7480","7780"
"29.04.2019 19:30 - 29.04.2019 19:45","7496","7767"
"29.04.2019 19:45 - 29.04.2019 20:00","7504","7741"
"29.04.2019 20:00 - 29.04.2019 20:15","7480","7670"
"29.04.2019 20:15 - 29.04.2019 20:30","7420","7611"
"29.04.2019 20:30 - 29.04.2019 20:45","7360","7538"
"29.04.2019 20:45 - 29.04.2019 21:00","7248","7439"
"29.04.2019 21:00 - 29.04.2019 21:15","7100","7318"
"29.04.2019 21:15 - 29.04.2019 21:30","6968","7186"
"29.04.2019 21:30 - 29.04.2019 21:45","6820","7030"
"29.04.2019 21:45 - 29.04.2019 22:00","6692","6892"
"29.04.2019 22:00 - 29.04.2019 22:15","6732","6959"
"29.04.2019 22:15 - 29.04.2019 22:30","6652","6891"
"29.04.2019 22:30 - 29.04.2019 22:45","6500","6747"
"29.04.2019 22:45 - 29.04.2019 23:00","6360","6596"
"29.04.2019 23:00 - 29.04.2019 23:15","6256","6505"
"29.04.2019 23:15 - 29.04.2019 23:30","6100","6369"
"29.04.2019 23:30 - 29.04.2019 23:45","5964","6237"
"29.04.2019 23:45 - 30.04.2019 00:00","5880","6153"
"30.04.2019 00:00 - 30.04.2019 00:15","5764","6210"
"30.04.2019 00:15 - 30.04.2019 00:30","5668","6100"
"30.04.2019 00:30 - 30.04.2019 00:45","5576","6018"
"30.04.2019 00:45 - 30.04.2019 01:00","5496","5928"
"30.04.2019 01:00 - 30.04.2019 01:15","5488","5915"
"30.04.2019 01:15 - 30.04.2019 01:30","5416","5830"
"30.04.2019 01:30 - 30.04.2019 01:45","5356","5762"
"30.04.2019 01:45 - 30.04.2019 02:00","5296","5704"
"30.04.2019 02:00 - 30.04.2019 02:15","5348","5769"
"30.04.2019 02:15 - 30.04.2019 02:30","5300","5724"
"30.04.2019 02:30 - 30.04.2019 02:45","5256","5692"
"30.04.2019 02:45 - 30.04.2019 03:00","5212","5656"
"30.04.2019 03:00 - 30.04.2019 03:15","5196","5646"
"30.04.2019 03:15 - 30.04.2019 03:30","5172","5628"
"30.04.2019 03:30 - 30.04.2019 03:45","5164","5622"
"30.04.2019 03:45 - 30.04.2019 04:00","5180","5634"
"30.04.2019 04:00 - 30.04.2019 04:15","5232","5679"
"30.04.2019 04:15 - 30.04.2019 04:30","5272","5728"
"30.04.2019 04:30 - 30.04.2019 04:45","5356","5808"
"30.04.2019 04:45 - 30.04.2019 05:00","5460","5907"
"30.04.2019 05:00 - 30.04.2019 05:15","5676","6113"
"30.04.2019 05:15 - 30.04.2019 05:30","5848","6269"
"30.04.2019 05:30 - 30.04.2019 05:45","6064","6470"
"30.04.2019 05:45 - 30.04.2019 06:00","6300","6687"
"30.04.2019 06:00 - 30.04.2019 06:15","6660","7020"
"30.04.2019 06:15 - 30.04.2019 06:30","6920","7216"
"30.04.2019 06:30 - 30.04.2019 06:45","7124","7434"
"30.04.2019 06:45 - 30.04.2019 07:00","7300","7592"
"30.04.2019 07:00 - 30.04.2019 07:15","7584","7836"
"30.04.2019 07:15 - 30.04.2019 07:30","7712","7972"
"30.04.2019 07:30 - 30.04.2019 07:45","7804","8087"
"30.04.2019 07:45 - 30.04.2019 08:00","7872","8161"
"30.04.2019 08:00 - 30.04.2019 08:15","7952","8267"
"30.04.2019 08:15 - 30.04.2019 08:30","7972","8307"
"30.04.2019 08:30 - 30.04.2019 08:45","7984","8335"
"30.04.2019 08:45 - 30.04.2019 09:00","7976","8344"
"30.04.2019 09:00 - 30.04.2019 09:15","7896","8276"
"30.04.2019 09:15 - 30.04.2019 09:30","7900","8292"
"30.04.2019 09:30 - 30.04.2019 09:45","7904","8306"
"30.04.2019 09:45 - 30.04.2019 10:00","7896","8327"
"30.04.2019 10:00 - 30.04.2019 10:15","7868","8299"
"30.04.2019 10:15 - 30.04.2019 10:30","7868","8320"
"30.04.2019 10:30 - 30.04.2019 10:45","7876","8340"
"30.04.2019 10:45 - 30.04.2019 11:00","7892","8369"
"30.04.2019 11:00 - 30.04.2019 11:15","7888","8354"
